data,regione,classe_numero_casi
20-04-21,Lazio,51-100
20-04-22,Lazio,51-100
20-04-23,Lazio,51-100
20-04-24,Lazio,51-100
20-04-25,Lazio,51-100
20-04-26,Lazio,51-100
20-04-27,Lazio,51-100
20-04-28,Lazio,51-100
20-04-29,Lazio,51-100
20-05-04,Lazio,51-100
20-03-13,Abruzzo,51-100
20-03-14,Abruzzo,51-100
20-03-16,Abruzzo,51-100
20-03-17,Abruzzo,51-100
20-03-19,Abruzzo,51-100
20-03-20,Abruzzo,51-100
20-03-21,Abruzzo,51-100
20-03-22,Abruzzo,51-100
20-03-25,Abruzzo,51-100
20-03-28,Abruzzo,51-100
20-03-30,Abruzzo,51-100
20-04-01,Abruzzo,51-100
20-04-02,Abruzzo,51-100
20-04-03,Abruzzo,51-100
20-04-04,Abruzzo,51-100
20-04-06,Abruzzo,51-100
20-04-08,Abruzzo,51-100
20-04-09,Abruzzo,51-100
20-04-10,Abruzzo,51-100
20-04-11,Abruzzo,51-100
20-04-15,Abruzzo,51-100
20-04-20,Abruzzo,51-100
20-03-12,Campania,51-100
20-03-13,Campania,51-100
20-03-14,Campania,51-100
20-03-15,Campania,51-100
20-03-16,Campania,51-100
20-03-17,Campania,51-100
20-03-19,Campania,51-100
20-03-20,Campania,51-100
20-03-21,Campania,51-100
20-03-22,Campania,51-100
20-03-28,Campania,51-100
20-04-02,Campania,51-100
20-04-04,Campania,51-100
20-04-05,Campania,51-100
20-04-06,Campania,51-100
20-04-07,Campania,51-100
20-04-08,Campania,51-100
20-04-09,Campania,51-100
20-04-10,Campania,51-100
20-04-11,Campania,51-100
20-04-13,Campania,51-100
20-04-14,Campania,51-100
20-04-15,Campania,51-100
20-03-12,Puglia,51-100
20-03-14,Puglia,51-100
20-03-17,Puglia,51-100
20-03-19,Puglia,51-100
20-03-22,Puglia,51-100
20-03-25,Puglia,51-100
20-03-30,Puglia,51-100
20-04-02,Puglia,51-100
20-04-04,Puglia,51-100
20-04-05,Puglia,51-100
20-04-07,Puglia,51-100
20-04-08,Puglia,51-100
20-04-11,Puglia,51-100
20-04-14,Puglia,51-100
20-04-15,Puglia,51-100
20-04-16,Puglia,51-100
20-04-17,Puglia,51-100
20-04-18,Puglia,51-100
20-04-20,Puglia,51-100
20-04-21,Puglia,51-100
20-04-23,Puglia,51-100
20-03-25,Calabria,51-100
20-03-26,Calabria,51-100
20-03-27,Calabria,51-100
20-03-17,Sicilia,51-100
20-03-18,Sicilia,51-100
20-03-19,Sicilia,51-100
20-03-27,Sicilia,51-100
20-03-28,Sicilia,51-100
20-03-30,Sicilia,51-100
20-03-31,Sicilia,51-100
20-04-06,Sicilia,51-100
20-04-07,Sicilia,51-100
20-04-08,Sicilia,51-100
20-04-09,Sicilia,51-100
20-04-10,Sicilia,51-100
20-04-20,Sicilia,51-100
20-03-19,Sardegna,51-100
20-03-29,Sardegna,51-100
20-04-02,Sardegna,51-100
20-04-06,Sardegna,51-100
20-04-09,Sardegna,51-100
20-03-08,Piemonte,101-200
20-03-09,Piemonte,101-200
20-03-10,Piemonte,101-200
20-05-03,Piemonte,101-200
20-05-04,Piemonte,101-200
20-05-05,Piemonte,101-200
20-05-08,Piemonte,101-200
20-05-09,Piemonte,101-200
20-05-12,Piemonte,101-200
20-05-13,Piemonte,101-200
20-05-14,Piemonte,101-200
20-05-15,Piemonte,101-200
20-05-18,Piemonte,101-200
20-05-19,Piemonte,101-200
20-02-26,Lombardia,101-200
20-02-27,Lombardia,101-200
20-05-03,Lombardia,101-200
20-05-23,Lombardia,101-200
20-05-30,Lombardia,101-200
20-06-06,Lombardia,101-200
20-06-08,Lombardia,101-200
20-06-13,Lombardia,101-200
20-06-15,Lombardia,101-200
20-06-16,Lombardia,101-200
20-06-18,Lombardia,101-200
20-06-19,Lombardia,101-200
20-06-22,Lombardia,101-200
20-06-23,Lombardia,101-200
20-06-24,Lombardia,101-200
20-06-26,Lombardia,101-200
20-06-29,Lombardia,101-200
20-07-01,Lombardia,101-200
20-07-02,Lombardia,101-200
20-07-03,Lombardia,101-200
20-03-26,PA Bolzano,101-200
20-03-27,PA Bolzano,101-200
20-03-21,PA Trento,101-200
20-03-24,PA Trento,101-200
20-03-25,PA Trento,101-200
20-03-26,PA Trento,101-200
20-03-28,PA Trento,101-200
20-03-30,PA Trento,101-200
20-03-31,PA Trento,101-200
20-04-02,PA Trento,101-200
20-04-03,PA Trento,101-200
20-04-06,PA Trento,101-200
20-04-07,PA Trento,101-200
20-04-08,PA Trento,101-200
20-04-09,PA Trento,101-200
20-04-10,PA Trento,101-200
20-04-15,PA Trento,101-200
20-03-04,Veneto,101-200
20-03-07,Veneto,101-200
20-03-09,Veneto,101-200
20-03-10,Veneto,101-200
20-04-11,Veneto,101-200
20-04-19,Veneto,101-200
20-04-22,Veneto,101-200
20-04-23,Veneto,101-200
20-04-24,Veneto,101-200
20-04-27,Veneto,101-200
20-04-28,Veneto,101-200
20-04-29,Veneto,101-200
20-04-30,Veneto,101-200
20-05-04,Veneto,101-200
20-03-17,Friuli,101-200
20-03-27,Friuli,101-200
20-04-02,Friuli,101-200
20-03-13,Liguria,101-200
20-03-15,Liguria,101-200
20-03-16,Liguria,101-200
20-03-18,Liguria,101-200
20-03-19,Liguria,101-200
20-03-24,Liguria,101-200
20-03-25,Liguria,101-200
20-03-26,Liguria,101-200
20-03-27,Liguria,101-200
20-03-28,Liguria,101-200
20-03-29,Liguria,101-200
20-03-30,Liguria,101-200
20-03-31,Liguria,101-200
20-04-01,Liguria,101-200
20-04-02,Liguria,101-200
20-04-05,Liguria,101-200
20-04-06,Liguria,101-200
20-04-07,Liguria,101-200
20-04-09,Liguria,101-200
20-04-10,Liguria,101-200
20-04-11,Liguria,101-200
20-04-12,Liguria,101-200
20-04-14,Liguria,101-200
20-04-15,Liguria,101-200
20-04-17,Liguria,101-200
20-04-18,Liguria,101-200
20-04-20,Liguria,101-200
20-04-21,Liguria,101-200
20-04-22,Liguria,101-200
20-04-23,Liguria,101-200
20-04-24,Liguria,101-200
20-04-25,Liguria,101-200
20-04-26,Liguria,101-200
20-04-28,Liguria,101-200
20-04-29,Liguria,101-200
20-05-01,Liguria,101-200
20-05-05,Liguria,101-200
20-03-03,Emilia,101-200
20-03-04,Emilia,101-200
20-04-12,Emilia,101-200
20-04-19,Emilia,101-200
20-04-23,Emilia,101-200
20-04-26,Emilia,101-200
20-04-30,Emilia,101-200
20-05-01,Emilia,101-200
20-05-03,Emilia,101-200
20-05-05,Emilia,101-200
20-05-06,Emilia,101-200
20-05-07,Emilia,101-200
20-05-08,Emilia,101-200
20-03-12,Toscana,101-200
20-03-13,Toscana,101-200
20-03-14,Toscana,101-200
20-03-15,Toscana,101-200
20-03-16,Toscana,101-200
20-03-17,Toscana,101-200
20-03-22,Toscana,101-200
20-03-29,Toscana,101-200
20-04-04,Toscana,101-200
20-04-06,Toscana,101-200
20-04-07,Toscana,101-200
20-04-11,Toscana,101-200
20-04-12,Toscana,101-200
20-04-14,Toscana,101-200
20-04-15,Toscana,101-200
20-04-16,Toscana,101-200
20-04-17,Toscana,101-200
20-04-20,Toscana,101-200
20-04-22,Toscana,101-200
20-04-23,Toscana,101-200
20-04-24,Toscana,101-200
20-03-10,Marche,101-200
20-03-12,Marche,101-200
20-03-13,Marche,101-200
20-03-15,Marche,101-200
20-03-16,Marche,101-200
20-03-17,Marche,101-200
20-03-18,Marche,101-200
20-03-20,Marche,101-200
20-03-23,Marche,101-200
20-03-25,Marche,101-200
20-03-26,Marche,101-200
20-03-27,Marche,101-200
20-03-30,Marche,101-200
20-03-31,Marche,101-200
20-04-01,Marche,101-200
20-04-02,Marche,101-200
20-04-03,Marche,101-200
20-04-06,Marche,101-200
20-04-07,Marche,101-200
20-04-08,Marche,101-200
20-04-09,Marche,101-200
20-04-15,Marche,101-200
20-03-13,Lazio,101-200
20-03-16,Lazio,101-200
20-03-17,Lazio,101-200
20-03-18,Lazio,101-200
20-03-20,Lazio,101-200
20-03-21,Lazio,101-200
20-03-22,Lazio,101-200
20-03-28,Lazio,101-200
20-03-29,Lazio,101-200
20-03-31,Lazio,101-200
20-04-01,Lazio,101-200
20-04-02,Lazio,101-200
20-04-03,Lazio,101-200
20-04-04,Lazio,101-200
20-04-06,Lazio,101-200
20-04-07,Lazio,101-200
20-04-08,Lazio,101-200
20-04-09,Lazio,101-200
20-04-10,Lazio,101-200
20-04-11,Lazio,101-200
20-04-13,Lazio,101-200
20-04-17,Lazio,101-200
20-03-18,Abruzzo,101-200
20-03-23,Abruzzo,101-200
20-03-24,Abruzzo,101-200
20-03-26,Abruzzo,101-200
20-03-27,Abruzzo,101-200
20-03-31,Abruzzo,101-200
20-04-07,Abruzzo,101-200
20-03-18,Campania,101-200
20-03-23,Campania,101-200
20-03-24,Campania,101-200
20-03-25,Campania,101-200
20-03-26,Campania,101-200
20-03-27,Campania,101-200
20-03-29,Campania,101-200
20-03-30,Campania,101-200
20-03-31,Campania,101-200
20-04-01,Campania,101-200
20-04-03,Campania,101-200
20-03-18,Puglia,101-200
20-03-20,Puglia,101-200
20-03-21,Puglia,101-200
20-03-23,Puglia,101-200
20-03-24,Puglia,101-200
20-03-26,Puglia,101-200
20-03-27,Puglia,101-200
20-03-28,Puglia,101-200
20-03-29,Puglia,101-200
20-03-31,Puglia,101-200
20-04-01,Puglia,101-200
20-04-03,Puglia,101-200
20-04-06,Puglia,101-200
20-04-09,Puglia,101-200
20-04-10,Puglia,101-200
20-03-20,Sicilia,101-200
20-03-21,Sicilia,101-200
20-03-22,Sicilia,101-200
20-03-23,Sicilia,101-200
20-03-24,Sicilia,101-200
20-03-25,Sicilia,101-200
20-03-26,Sicilia,101-200
20-03-18,Sardegna,101-200
20-03-25,Sardegna,101-200
20-03-11,Piemonte,201-500
20-03-12,Piemonte,201-500
20-03-13,Piemonte,201-500
20-03-14,Piemonte,201-500
20-03-15,Piemonte,201-500
20-03-16,Piemonte,201-500
20-03-17,Piemonte,201-500
20-03-18,Piemonte,201-500
20-03-19,Piemonte,201-500
20-03-20,Piemonte,201-500
20-03-24,Piemonte,201-500
20-03-26,Piemonte,201-500
20-03-29,Piemonte,201-500
20-03-30,Piemonte,201-500
20-04-06,Piemonte,201-500
20-04-07,Piemonte,201-500
20-04-13,Piemonte,201-500
20-04-14,Piemonte,201-500
20-04-19,Piemonte,201-500
20-04-25,Piemonte,201-500
20-04-26,Piemonte,201-500
20-04-27,Piemonte,201-500
20-04-29,Piemonte,201-500
20-04-30,Piemonte,201-500
20-05-01,Piemonte,201-500
20-05-02,Piemonte,201-500
20-05-06,Piemonte,201-500
20-05-07,Piemonte,201-500
20-02-28,Lombardia,201-500
20-02-29,Lombardia,201-500
20-03-01,Lombardia,201-500
20-03-02,Lombardia,201-500
20-03-03,Lombardia,201-500
20-04-19,Lombardia,201-500
20-04-25,Lombardia,201-500
20-04-26,Lombardia,201-500
20-05-01,Lombardia,201-500
20-05-02,Lombardia,201-500
20-05-09,Lombardia,201-500
20-05-11,Lombardia,201-500
20-05-12,Lombardia,201-500
20-05-13,Lombardia,201-500
20-05-14,Lombardia,201-500
20-05-15,Lombardia,201-500
20-05-16,Lombardia,201-500
20-05-18,Lombardia,201-500
20-05-19,Lombardia,201-500
20-05-20,Lombardia,201-500
20-05-21,Lombardia,201-500
20-05-22,Lombardia,201-500
20-05-25,Lombardia,201-500
20-05-26,Lombardia,201-500
20-05-27,Lombardia,201-500
20-05-28,Lombardia,201-500
20-05-29,Lombardia,201-500
20-06-01,Lombardia,201-500
20-06-03,Lombardia,201-500
20-06-04,Lombardia,201-500
20-06-05,Lombardia,201-500
20-06-09,Lombardia,201-500
20-06-10,Lombardia,201-500
20-06-11,Lombardia,201-500
20-06-12,Lombardia,201-500
20-06-17,Lombardia,201-500
20-03-20,PA Trento,201-500
20-03-11,Veneto,201-500
20-03-12,Veneto,201-500
20-03-13,Veneto,201-500
20-03-14,Veneto,201-500
20-03-15,Veneto,201-500
20-03-21,Veneto,201-500
20-03-22,Veneto,201-500
20-03-26,Veneto,201-500
20-03-27,Veneto,201-500
20-03-28,Veneto,201-500
20-03-29,Veneto,201-500
20-04-01,Veneto,201-500
20-04-02,Veneto,201-500
20-04-03,Veneto,201-500
20-04-04,Veneto,201-500
20-04-05,Veneto,201-500
20-04-06,Veneto,201-500
20-04-07,Veneto,201-500
20-04-09,Veneto,201-500
20-04-10,Veneto,201-500
20-04-14,Veneto,201-500
20-04-15,Veneto,201-500
20-04-16,Veneto,201-500
20-04-17,Veneto,201-500
20-04-18,Veneto,201-500
20-04-20,Veneto,201-500
20-04-21,Veneto,201-500
20-03-17,Liguria,201-500
20-03-20,Liguria,201-500
20-03-21,Liguria,201-500
20-03-22,Liguria,201-500
20-03-23,Liguria,201-500
20-04-03,Liguria,201-500
20-04-04,Liguria,201-500
20-04-08,Liguria,201-500
20-04-13,Liguria,201-500
20-03-05,Emilia,201-500
20-03-06,Emilia,201-500
20-03-07,Emilia,201-500
20-03-08,Emilia,201-500
20-03-09,Emilia,201-500
20-03-10,Emilia,201-500
20-03-11,Emilia,201-500
20-03-15,Emilia,201-500
20-03-29,Emilia,201-500
20-04-04,Emilia,201-500
20-04-05,Emilia,201-500
20-04-06,Emilia,201-500
20-04-07,Emilia,201-500
20-04-09,Emilia,201-500
20-04-11,Emilia,201-500
20-04-13,Emilia,201-500
20-04-14,Emilia,201-500
20-04-15,Emilia,201-500
20-04-16,Emilia,201-500
20-04-17,Emilia,201-500
20-04-18,Emilia,201-500
20-04-20,Emilia,201-500
20-04-21,Emilia,201-500
20-04-22,Emilia,201-500
20-04-24,Emilia,201-500
20-04-25,Emilia,201-500
20-04-27,Emilia,201-500
20-04-28,Emilia,201-500
20-04-29,Emilia,201-500
20-03-18,Toscana,201-500
20-03-19,Toscana,201-500
20-03-20,Toscana,201-500
20-03-21,Toscana,201-500
20-03-23,Toscana,201-500
20-03-24,Toscana,201-500
20-03-25,Toscana,201-500
20-03-26,Toscana,201-500
20-03-27,Toscana,201-500
20-03-28,Toscana,201-500
20-03-30,Toscana,201-500
20-03-31,Toscana,201-500
20-04-01,Toscana,201-500
20-04-02,Toscana,201-500
20-04-03,Toscana,201-500
20-04-08,Toscana,201-500
20-04-09,Toscana,201-500
20-04-10,Toscana,201-500
20-03-14,Marche,201-500
20-03-19,Marche,201-500
20-03-21,Marche,201-500
20-03-24,Marche,201-500
20-03-28,Marche,201-500
20-03-19,Lazio,201-500
20-03-23,Lazio,201-500
20-03-24,Lazio,201-500
20-03-25,Lazio,201-500
20-03-26,Lazio,201-500
20-03-27,Lazio,201-500
20-03-30,Lazio,201-500
20-03-21,Piemonte,501-1000
20-03-22,Piemonte,501-1000
20-03-23,Piemonte,501-1000
20-03-25,Piemonte,501-1000
20-03-27,Piemonte,501-1000
20-03-28,Piemonte,501-1000
20-03-31,Piemonte,501-1000
20-04-01,Piemonte,501-1000
20-04-02,Piemonte,501-1000
20-04-03,Piemonte,501-1000
20-04-04,Piemonte,501-1000
20-04-05,Piemonte,501-1000
20-04-08,Piemonte,501-1000
20-04-09,Piemonte,501-1000
20-04-10,Piemonte,501-1000
20-04-11,Piemonte,501-1000
20-04-12,Piemonte,501-1000
20-04-15,Piemonte,501-1000
20-04-16,Piemonte,501-1000
20-04-17,Piemonte,501-1000
20-04-18,Piemonte,501-1000
20-04-20,Piemonte,501-1000
20-04-21,Piemonte,501-1000
20-04-22,Piemonte,501-1000
20-04-23,Piemonte,501-1000
20-04-24,Piemonte,501-1000
20-04-28,Piemonte,501-1000
20-03-04,Lombardia,501-1000
20-03-05,Lombardia,501-1000
20-03-06,Lombardia,501-1000
20-03-07,Lombardia,501-1000
20-03-08,Lombardia,501-1000
20-03-29,Lombardia,501-1000
20-04-05,Lombardia,501-1000
20-04-12,Lombardia,501-1000
20-04-13,Lombardia,501-1000
20-04-18,Lombardia,501-1000
20-04-22,Lombardia,501-1000
20-04-27,Lombardia,501-1000
20-04-28,Lombardia,501-1000
20-05-04,Lombardia,501-1000
20-05-05,Lombardia,501-1000
20-05-06,Lombardia,501-1000
20-05-07,Lombardia,501-1000
20-05-08,Lombardia,501-1000
20-03-16,Veneto,501-1000
20-03-17,Veneto,501-1000
20-03-18,Veneto,501-1000
20-03-19,Veneto,501-1000
20-03-20,Veneto,501-1000
20-03-23,Veneto,501-1000
20-03-24,Veneto,501-1000
20-03-25,Veneto,501-1000
20-03-30,Veneto,501-1000
20-03-31,Veneto,501-1000
20-04-08,Veneto,501-1000
20-03-12,Emilia,501-1000
20-03-13,Emilia,501-1000
20-03-14,Emilia,501-1000
20-03-16,Emilia,501-1000
20-03-17,Emilia,501-1000
20-03-18,Emilia,501-1000
20-03-19,Emilia,501-1000
20-03-20,Emilia,501-1000
20-03-21,Emilia,501-1000
20-03-22,Emilia,501-1000
20-03-23,Emilia,501-1000
20-03-24,Emilia,501-1000
20-03-25,Emilia,501-1000
20-03-26,Emilia,501-1000
20-03-27,Emilia,501-1000
20-03-28,Emilia,501-1000
20-03-30,Emilia,501-1000
20-03-31,Emilia,501-1000
20-04-01,Emilia,501-1000
20-04-02,Emilia,501-1000
20-04-03,Emilia,501-1000
20-04-08,Emilia,501-1000
20-04-10,Emilia,501-1000
20-03-09,Lombardia,1000+
20-03-10,Lombardia,1000+
20-03-11,Lombardia,1000+
20-03-12,Lombardia,1000+
20-03-13,Lombardia,1000+
20-03-14,Lombardia,1000+
20-03-15,Lombardia,1000+
20-03-16,Lombardia,1000+
20-03-17,Lombardia,1000+
20-03-18,Lombardia,1000+
20-03-19,Lombardia,1000+
20-03-20,Lombardia,1000+
20-03-21,Lombardia,1000+
20-03-22,Lombardia,1000+
20-03-23,Lombardia,1000+
20-03-24,Lombardia,1000+
20-03-25,Lombardia,1000+
20-03-26,Lombardia,1000+
20-03-27,Lombardia,1000+
20-03-28,Lombardia,1000+
20-03-30,Lombardia,1000+
20-03-31,Lombardia,1000+
20-04-01,Lombardia,1000+
20-04-02,Lombardia,1000+
20-04-03,Lombardia,1000+
20-04-04,Lombardia,1000+
20-04-06,Lombardia,1000+
20-04-07,Lombardia,1000+
20-04-08,Lombardia,1000+
20-04-09,Lombardia,1000+
20-04-10,Lombardia,1000+
20-04-11,Lombardia,1000+
20-04-14,Lombardia,1000+
20-04-15,Lombardia,1000+
20-04-16,Lombardia,1000+
20-04-17,Lombardia,1000+
20-04-20,Lombardia,1000+
20-04-21,Lombardia,1000+
20-04-23,Lombardia,1000+
20-04-24,Lombardia,1000+
20-04-29,Lombardia,1000+
20-04-30,Lombardia,1000+
