Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte,data,NUTS_code,NUTS_level,soglia30,sopraSoglia
P.A. Trento,213,594,48,90,15,Dati della Protezione Civile del 15 Marzo 2021 ore 18:30,2021-03-15,ITH2,2,53.333333,◼
Piemonte,3070,5824,276,628,99,Dati della Protezione Civile del 15 Marzo 2021 ore 18:30,2021-03-15,ITC1,2,43.949045,◼
Puglia,1512,3623,189,569,80,Dati della Protezione Civile del 15 Marzo 2021 ore 18:30,2021-03-15,ITF4,2,33.216169,◼
Sardegna,176,1602,27,208,35,Dati della Protezione Civile del 15 Marzo 2021 ore 18:30,2021-03-15,ITG2,2,12.980769,
Sicilia,718,3879,107,834,196,Dati della Protezione Civile del 15 Marzo 2021 ore 18:30,2021-03-15,ITG1,2,12.829736,
Toscana,1402,5033,241,599,18,Dati della Protezione Civile del 15 Marzo 2021 ore 18:30,2021-03-15,ITI1,2,40.233723,◼
Umbria,407,852,74,139,2,Dati della Protezione Civile del 15 Marzo 2021 ore 18:30,2021-03-15,ITI2,2,53.237410,◼
Valle d'Aosta,15,227,3,20,12,Dati della Protezione Civile del 15 Marzo 2021 ore 18:30,2021-03-15,ITC2,2,15.000000,
Veneto,1141,6000,186,1000,0,Dati della Protezione Civile del 15 Marzo 2021 ore 18:30,2021-03-15,ITH3,2,18.600000,
Abruzzo,675,1495,87,215,0,Dati della Protezione Civile del 16 Marzo 2021 ore 18:09,2021-03-16,ITF1,2,40.465116,◼
Basilicata,163,422,16,88,13,Dati della Protezione Civile del 16 Marzo 2021 ore 18:09,2021-03-16,ITF5,2,18.181818,
Calabria,277,913,29,152,25,Dati della Protezione Civile del 16 Marzo 2021 ore 18:09,2021-03-16,ITF6,2,19.078947,
Campania,1560,4211,165,620,36,Dati della Protezione Civile del 16 Marzo 2021 ore 18:09,2021-03-16,ITF3,2,26.612903,
Emilia-Romagna,3516,6490,378,760,0,Dati della Protezione Civile del 16 Marzo 2021 ore 18:09,2021-03-16,ITH5,2,49.736842,◼
Friuli Venezia Giulia,530,1277,77,175,0,Dati della Protezione Civile del 16 Marzo 2021 ore 18:09,2021-03-16,ITH4,2,44.000000,◼
Lazio,2399,6421,294,943,193,Dati della Protezione Civile del 16 Marzo 2021 ore 18:09,2021-03-16,ITI4,2,31.177094,◼
Liguria,570,1796,65,222,12,Dati della Protezione Civile del 16 Marzo 2021 ore 18:09,2021-03-16,ITC3,2,29.279279,
Lombardia,6474,12853,765,1416,114,Dati della Protezione Civile del 16 Marzo 2021 ore 18:09,2021-03-16,ITC4,2,54.025424,◼
Marche,735,1176,133,233,40,Dati della Protezione Civile del 16 Marzo 2021 ore 18:09,2021-03-16,ITI3,2,57.081545,◼
Molise,90,221,19,39,0,Dati della Protezione Civile del 16 Marzo 2021 ore 18:09,2021-03-16,ITF2,2,48.717949,◼
P.A. Bolzano,154,522,33,100,0,Dati della Protezione Civile del 16 Marzo 2021 ore 18:09,2021-03-16,ITH1,2,33.000000,◼
P.A. Trento,207,594,52,90,15,Dati della Protezione Civile del 16 Marzo 2021 ore 18:09,2021-03-16,ITH2,2,57.777778,◼
Piemonte,3169,5824,299,628,99,Dati della Protezione Civile del 16 Marzo 2021 ore 18:09,2021-03-16,ITC1,2,47.611465,◼
Puglia,1554,3623,196,569,80,Dati della Protezione Civile del 16 Marzo 2021 ore 18:09,2021-03-16,ITF4,2,34.446397,◼
Sardegna,172,1602,29,208,35,Dati della Protezione Civile del 16 Marzo 2021 ore 18:09,2021-03-16,ITG2,2,13.942308,
Sicilia,725,3880,113,834,196,Dati della Protezione Civile del 16 Marzo 2021 ore 18:09,2021-03-16,ITG1,2,13.549161,
Toscana,1430,5033,239,598,18,Dati della Protezione Civile del 16 Marzo 2021 ore 18:09,2021-03-16,ITI1,2,39.966555,◼
Umbria,402,860,78,139,2,Dati della Protezione Civile del 16 Marzo 2021 ore 18:09,2021-03-16,ITI2,2,56.115108,◼
Valle d'Aosta,14,227,3,20,12,Dati della Protezione Civile del 16 Marzo 2021 ore 18:09,2021-03-16,ITC2,2,15.000000,
Veneto,1282,6000,186,1000,0,Dati della Protezione Civile del 16 Marzo 2021 ore 18:09,2021-03-16,ITH3,2,18.600000,
Abruzzo,667,1495,89,215,0,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19,2021-03-17,ITF1,2,41.395349,◼
Basilicata,159,422,14,88,13,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19,2021-03-17,ITF5,2,15.909091,
Calabria,283,911,28,152,25,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19,2021-03-17,ITF6,2,18.421053,
Campania,1541,4211,161,620,36,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19,2021-03-17,ITF3,2,25.967742,
Emilia-Romagna,3542,6490,381,760,0,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19,2021-03-17,ITH5,2,50.131579,◼
Friuli Venezia Giulia,538,1277,76,175,0,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19,2021-03-17,ITH4,2,43.428571,◼
Lazio,2408,6421,296,943,193,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19,2021-03-17,ITI4,2,31.389183,◼
Liguria,574,1795,63,222,12,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19,2021-03-17,ITC3,2,28.378378,
Lombardia,6641,12992,781,1416,114,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19,2021-03-17,ITC4,2,55.155367,◼
Marche,747,1176,133,233,40,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19,2021-03-17,ITI3,2,57.081545,◼
Molise,96,221,17,39,0,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19,2021-03-17,ITF2,2,43.589744,◼
P.A. Bolzano,141,504,33,100,0,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19,2021-03-17,ITH1,2,33.000000,◼
P.A. Trento,199,594,54,90,15,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19,2021-03-17,ITH2,2,60.000000,◼
Piemonte,3281,5824,315,628,99,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19,2021-03-17,ITC1,2,50.159236,◼
Puglia,1592,3623,218,569,80,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19,2021-03-17,ITF4,2,38.312830,◼
Sardegna,163,1602,29,208,35,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19,2021-03-17,ITG2,2,13.942308,
Sicilia,734,3881,116,834,196,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19,2021-03-17,ITG1,2,13.908873,
Toscana,1453,5033,241,598,22,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19,2021-03-17,ITI1,2,40.301003,◼
Umbria,406,860,79,139,2,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19,2021-03-17,ITI2,2,56.834532,◼
Valle d'Aosta,15,227,2,20,12,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19,2021-03-17,ITC2,2,10.000000,
Veneto,1337,6000,191,1000,0,Dati della Protezione Civile del 17 Marzo 2021 ore 18:19,2021-03-17,ITH3,2,19.100000,
Abruzzo,667,1495,89,215,0,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33,2021-03-18,ITF1,2,41.395349,◼
Basilicata,164,426,12,88,13,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33,2021-03-18,ITF5,2,13.636364,
Calabria,294,911,33,152,25,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33,2021-03-18,ITF6,2,21.710526,
Campania,1562,4216,153,620,36,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33,2021-03-18,ITF3,2,24.677419,
Emilia-Romagna,3551,6490,385,760,0,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33,2021-03-18,ITH5,2,50.657895,◼
Friuli Venezia Giulia,545,1277,77,175,0,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33,2021-03-18,ITH4,2,44.000000,◼
Lazio,2422,6421,299,943,193,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33,2021-03-18,ITI4,2,31.707317,◼
Liguria,567,1787,64,222,12,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33,2021-03-18,ITC3,2,28.828829,
Lombardia,6744,13209,786,1416,114,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33,2021-03-18,ITC4,2,55.508475,◼
Marche,752,1176,139,233,40,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33,2021-03-18,ITI3,2,59.656652,◼
Molise,93,221,14,39,0,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33,2021-03-18,ITF2,2,35.897436,◼
P.A. Bolzano,135,504,31,100,0,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33,2021-03-18,ITH1,2,31.000000,◼
P.A. Trento,204,594,55,90,15,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33,2021-03-18,ITH2,2,61.111111,◼
Piemonte,3279,5824,315,628,99,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33,2021-03-18,ITC1,2,50.159236,◼
Puglia,1582,3651,219,569,80,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33,2021-03-18,ITF4,2,38.488576,◼
Sardegna,170,1602,28,208,35,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33,2021-03-18,ITG2,2,13.461538,
Sicilia,731,3881,117,834,196,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33,2021-03-18,ITG1,2,14.028777,
Toscana,1454,5033,246,595,22,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33,2021-03-18,ITI1,2,41.344538,◼
Umbria,404,860,76,139,2,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33,2021-03-18,ITI2,2,54.676259,◼
Valle d'Aosta,22,227,2,20,12,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33,2021-03-18,ITC2,2,10.000000,
Veneto,1352,6000,193,1000,0,Dati della Protezione Civile del 18 Marzo 2021 ore 18:33,2021-03-18,ITH3,2,19.300000,
Abruzzo,672,1495,88,215,0,Dati della Protezione Civile del 19 Marzo 2021 ore 17:53,2021-03-19,ITF1,2,40.930233,◼
Basilicata,167,426,13,88,13,Dati della Protezione Civile del 19 Marzo 2021 ore 17:53,2021-03-19,ITF5,2,14.772727,
Calabria,300,917,36,152,25,Dati della Protezione Civile del 19 Marzo 2021 ore 17:53,2021-03-19,ITF6,2,23.684211,
Campania,1569,4216,155,620,36,Dati della Protezione Civile del 19 Marzo 2021 ore 17:53,2021-03-19,ITF3,2,25.000000,
Emilia-Romagna,3549,6490,386,760,0,Dati della Protezione Civile del 19 Marzo 2021 ore 17:53,2021-03-19,ITH5,2,50.789474,◼
Friuli Venezia Giulia,547,1277,77,175,0,Dati della Protezione Civile del 19 Marzo 2021 ore 17:53,2021-03-19,ITH4,2,44.000000,◼
Lazio,2439,6421,308,943,193,Dati della Protezione Civile del 19 Marzo 2021 ore 17:53,2021-03-19,ITI4,2,32.661718,◼
Liguria,578,1785,63,222,12,Dati della Protezione Civile del 19 Marzo 2021 ore 17:53,2021-03-19,ITC3,2,28.378378,
Lombardia,6796,13371,788,1416,114,Dati della Protezione Civile del 19 Marzo 2021 ore 17:53,2021-03-19,ITC4,2,55.649718,◼
Marche,749,1176,141,239,34,Dati della Protezione Civile del 19 Marzo 2021 ore 17:53,2021-03-19,ITI3,2,58.995816,◼
Molise,93,221,14,39,0,Dati della Protezione Civile del 19 Marzo 2021 ore 17:53,2021-03-19,ITF2,2,35.897436,◼
P.A. Bolzano,122,500,32,100,0,Dati della Protezione Civile del 19 Marzo 2021 ore 17:53,2021-03-19,ITH1,2,32.000000,◼
P.A. Trento,203,594,55,90,15,Dati della Protezione Civile del 19 Marzo 2021 ore 17:53,2021-03-19,ITH2,2,61.111111,◼
Piemonte,3332,5824,326,628,99,Dati della Protezione Civile del 19 Marzo 2021 ore 17:53,2021-03-19,ITC1,2,51.910828,◼
Puglia,1630,3651,214,569,80,Dati della Protezione Civile del 19 Marzo 2021 ore 17:53,2021-03-19,ITF4,2,37.609842,◼
Sardegna,176,1602,25,208,35,Dati della Protezione Civile del 19 Marzo 2021 ore 17:53,2021-03-19,ITG2,2,12.019231,
Sicilia,726,3880,121,834,196,Dati della Protezione Civile del 19 Marzo 2021 ore 17:53,2021-03-19,ITG1,2,14.508393,
Toscana,1448,5033,246,598,20,Dati della Protezione Civile del 19 Marzo 2021 ore 17:53,2021-03-19,ITI1,2,41.137124,◼
Umbria,385,860,75,139,2,Dati della Protezione Civile del 19 Marzo 2021 ore 17:53,2021-03-19,ITI2,2,53.956835,◼
Valle d'Aosta,24,227,2,20,12,Dati della Protezione Civile del 19 Marzo 2021 ore 17:53,2021-03-19,ITC2,2,10.000000,
Veneto,1353,6000,199,1000,0,Dati della Protezione Civile del 19 Marzo 2021 ore 17:53,2021-03-19,ITH3,2,19.900000,
Abruzzo,668,1495,83,215,0,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58,2021-03-20,ITF1,2,38.604651,◼
Basilicata,166,426,14,88,13,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58,2021-03-20,ITF5,2,15.909091,
Calabria,305,917,37,152,25,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58,2021-03-20,ITF6,2,24.342105,
Campania,1575,4218,161,620,36,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58,2021-03-20,ITF3,2,25.967742,
Emilia-Romagna,3519,6490,401,760,0,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58,2021-03-20,ITH5,2,52.763158,◼
Friuli Venezia Giulia,564,1277,80,175,0,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58,2021-03-20,ITH4,2,45.714286,◼
Lazio,2484,6421,309,943,193,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58,2021-03-20,ITI4,2,32.767762,◼
Liguria,585,1789,65,222,12,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58,2021-03-20,ITC3,2,29.279279,
Lombardia,6891,13387,791,1416,114,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58,2021-03-20,ITC4,2,55.861582,◼
Marche,755,1176,140,243,30,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58,2021-03-20,ITI3,2,57.613169,◼
Molise,97,221,16,39,0,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58,2021-03-20,ITF2,2,41.025641,◼
P.A. Bolzano,121,494,32,100,0,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58,2021-03-20,ITH1,2,32.000000,◼
P.A. Trento,203,594,52,90,15,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58,2021-03-20,ITH2,2,57.777778,◼
Piemonte,3361,5824,332,628,99,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58,2021-03-20,ITC1,2,52.866242,◼
Puglia,1668,3651,209,569,80,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58,2021-03-20,ITF4,2,36.731107,◼
Sardegna,175,1602,22,208,35,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58,2021-03-20,ITG2,2,10.576923,
Sicilia,731,3879,122,834,196,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58,2021-03-20,ITG1,2,14.628297,
Toscana,1424,5033,240,599,20,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58,2021-03-20,ITI1,2,40.066778,◼
Umbria,372,860,74,139,2,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58,2021-03-20,ITI2,2,53.237410,◼
Valle d'Aosta,25,227,2,20,12,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58,2021-03-20,ITC2,2,10.000000,
Veneto,1372,6000,205,1000,0,Dati della Protezione Civile del 20 Marzo 2021 ore 18:58,2021-03-20,ITH3,2,20.500000,
Abruzzo,671,1495,85,215,0,Dati della Protezione Civile del 21 Marzo 2021 ore 18:50,2021-03-21,ITF1,2,39.534884,◼
Basilicata,162,426,13,88,13,Dati della Protezione Civile del 21 Marzo 2021 ore 18:50,2021-03-21,ITF5,2,14.772727,
Calabria,311,917,32,152,25,Dati della Protezione Civile del 21 Marzo 2021 ore 18:50,2021-03-21,ITF6,2,21.052632,
Campania,1613,4219,173,620,36,Dati della Protezione Civile del 21 Marzo 2021 ore 18:50,2021-03-21,ITF3,2,27.903226,
Emilia-Romagna,3566,6490,396,760,0,Dati della Protezione Civile del 21 Marzo 2021 ore 18:50,2021-03-21,ITH5,2,52.105263,◼
Friuli Venezia Giulia,596,1277,81,175,0,Dati della Protezione Civile del 21 Marzo 2021 ore 18:50,2021-03-21,ITH4,2,46.285714,◼
Lazio,2583,6421,321,943,193,Dati della Protezione Civile del 21 Marzo 2021 ore 18:50,2021-03-21,ITI4,2,34.040297,◼
Liguria,586,1789,59,222,12,Dati della Protezione Civile del 21 Marzo 2021 ore 18:50,2021-03-21,ITC3,2,26.576577,
Lombardia,6926,13397,806,1416,114,Dati della Protezione Civile del 21 Marzo 2021 ore 18:50,2021-03-21,ITC4,2,56.920904,◼
Marche,761,1179,146,240,30,Dati della Protezione Civile del 21 Marzo 2021 ore 18:50,2021-03-21,ITI3,2,60.833333,◼
Molise,100,221,16,39,0,Dati della Protezione Civile del 21 Marzo 2021 ore 18:50,2021-03-21,ITF2,2,41.025641,◼
P.A. Bolzano,123,499,30,100,0,Dati della Protezione Civile del 21 Marzo 2021 ore 18:50,2021-03-21,ITH1,2,30.000000,◼
P.A. Trento,214,594,52,90,15,Dati della Protezione Civile del 21 Marzo 2021 ore 18:50,2021-03-21,ITH2,2,57.777778,◼
Piemonte,3455,5824,346,628,99,Dati della Protezione Civile del 21 Marzo 2021 ore 18:50,2021-03-21,ITC1,2,55.095541,◼
Puglia,1683,3657,212,569,80,Dati della Protezione Civile del 21 Marzo 2021 ore 18:50,2021-03-21,ITF4,2,37.258348,◼
Sardegna,178,1602,21,208,35,Dati della Protezione Civile del 21 Marzo 2021 ore 18:50,2021-03-21,ITG2,2,10.096154,
Sicilia,751,3879,125,834,196,Dati della Protezione Civile del 21 Marzo 2021 ore 18:50,2021-03-21,ITG1,2,14.988010,
Toscana,1408,5033,245,601,18,Dati della Protezione Civile del 21 Marzo 2021 ore 18:50,2021-03-21,ITI1,2,40.765391,◼
Umbria,366,860,72,139,2,Dati della Protezione Civile del 21 Marzo 2021 ore 18:50,2021-03-21,ITI2,2,51.798561,◼
Valle d'Aosta,22,227,2,20,12,Dati della Protezione Civile del 21 Marzo 2021 ore 18:50,2021-03-21,ITC2,2,10.000000,
Veneto,1409,6000,215,1000,0,Dati della Protezione Civile del 21 Marzo 2021 ore 18:50,2021-03-21,ITH3,2,21.500000,
Abruzzo,670,1495,89,215,0,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18,2021-03-22,ITF1,2,41.395349,◼
Basilicata,158,423,14,88,13,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18,2021-03-22,ITF5,2,15.909091,
Calabria,315,917,33,152,25,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18,2021-03-22,ITF6,2,21.710526,
Campania,1620,4219,171,620,36,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18,2021-03-22,ITF3,2,27.580645,
Emilia-Romagna,3702,6498,390,760,0,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18,2021-03-22,ITH5,2,51.315789,◼
Friuli Venezia Giulia,611,1277,82,175,0,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18,2021-03-22,ITH4,2,46.857143,◼
Lazio,2678,6421,341,943,193,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18,2021-03-22,ITI4,2,36.161188,◼
Liguria,602,1789,58,222,12,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18,2021-03-22,ITC3,2,26.126126,
Lombardia,6952,13496,822,1416,114,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18,2021-03-22,ITC4,2,58.050847,◼
Marche,768,1176,152,248,16,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18,2021-03-22,ITI3,2,61.290323,◼
Molise,94,221,19,39,0,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18,2021-03-22,ITF2,2,48.717949,◼
P.A. Bolzano,128,504,30,100,0,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18,2021-03-22,ITH1,2,30.000000,◼
P.A. Trento,211,594,53,90,15,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18,2021-03-22,ITH2,2,58.888889,◼
Piemonte,3536,5824,349,628,99,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18,2021-03-22,ITC1,2,55.573248,◼
Puglia,1712,3671,223,569,80,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18,2021-03-22,ITF4,2,39.191564,◼
Sardegna,185,1602,22,208,35,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18,2021-03-22,ITG2,2,10.576923,
Sicilia,783,3879,123,834,196,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18,2021-03-22,ITG1,2,14.748201,
Toscana,1461,5033,245,601,18,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18,2021-03-22,ITI1,2,40.765391,◼
Umbria,388,860,73,139,2,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18,2021-03-22,ITI2,2,52.517986,◼
Valle d'Aosta,23,227,2,20,12,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18,2021-03-22,ITC2,2,10.000000,
Veneto,1452,6000,219,1000,0,Dati della Protezione Civile del 22 Marzo 2021 ore 18:18,2021-03-22,ITH3,2,21.900000,
Abruzzo,657,1495,87,215,0,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12,2021-03-23,ITF1,2,40.465116,◼
Basilicata,159,423,13,88,13,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12,2021-03-23,ITF5,2,14.772727,
Calabria,323,917,33,152,25,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12,2021-03-23,ITF6,2,21.710526,
Campania,1598,4219,178,620,36,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12,2021-03-23,ITF3,2,28.709677,
Emilia-Romagna,3659,6498,395,760,0,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12,2021-03-23,ITH5,2,51.973684,◼
Friuli Venezia Giulia,620,1277,83,175,0,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12,2021-03-23,ITH4,2,47.428571,◼
Lazio,2683,6421,346,943,193,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12,2021-03-23,ITI4,2,36.691410,◼
Liguria,604,1789,65,222,12,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12,2021-03-23,ITC3,2,29.279279,
Lombardia,7165,13534,836,1416,114,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12,2021-03-23,ITC4,2,59.039548,◼
Marche,799,1255,146,238,16,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12,2021-03-23,ITI3,2,61.344538,◼
Molise,91,221,17,39,0,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12,2021-03-23,ITF2,2,43.589744,◼
P.A. Bolzano,120,504,30,100,0,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12,2021-03-23,ITH1,2,30.000000,◼
P.A. Trento,205,594,52,90,15,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12,2021-03-23,ITH2,2,57.777778,◼
Piemonte,3572,5824,347,628,99,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12,2021-03-23,ITC1,2,55.254777,◼
Puglia,1787,3673,224,569,80,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12,2021-03-23,ITF4,2,39.367311,◼
Sardegna,172,1602,24,208,35,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12,2021-03-23,ITG2,2,11.538462,
Sicilia,814,3881,121,834,196,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12,2021-03-23,ITG1,2,14.508393,
Toscana,1486,5033,243,607,19,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12,2021-03-23,ITI1,2,40.032949,◼
Umbria,383,860,67,139,2,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12,2021-03-23,ITI2,2,48.201439,◼
Valle d'Aosta,26,227,3,20,12,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12,2021-03-23,ITC2,2,15.000000,
Veneto,1505,6000,236,1000,0,Dati della Protezione Civile del 23 Marzo 2021 ore 18:12,2021-03-23,ITH3,2,23.600000,
Abruzzo,635,1495,82,215,0,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20,2021-03-24,ITF1,2,38.139535,◼
Basilicata,148,423,14,88,13,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20,2021-03-24,ITF5,2,15.909091,
Calabria,326,911,33,152,25,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20,2021-03-24,ITF6,2,21.710526,
Campania,1587,4221,179,620,36,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20,2021-03-24,ITF3,2,28.870968,
Emilia-Romagna,3614,6505,397,760,0,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20,2021-03-24,ITH5,2,52.236842,◼
Friuli Venezia Giulia,634,1277,80,175,0,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20,2021-03-24,ITH4,2,45.714286,◼
Lazio,2724,6421,350,943,193,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20,2021-03-24,ITI4,2,37.115589,◼
Liguria,597,1789,63,222,12,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20,2021-03-24,ITC3,2,28.378378,
Lombardia,7178,13524,845,1416,114,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20,2021-03-24,ITC4,2,59.675141,◼
Marche,803,1360,156,250,16,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20,2021-03-24,ITI3,2,62.400000,◼
Molise,89,221,17,39,0,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20,2021-03-24,ITF2,2,43.589744,◼
P.A. Bolzano,115,488,31,100,0,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20,2021-03-24,ITH1,2,31.000000,◼
P.A. Trento,208,594,47,90,15,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20,2021-03-24,ITH2,2,52.222222,◼
Piemonte,3608,5824,354,628,99,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20,2021-03-24,ITC1,2,56.369427,◼
Puglia,1761,3716,227,569,80,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20,2021-03-24,ITF4,2,39.894552,◼
Sardegna,173,1602,26,208,35,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20,2021-03-24,ITG2,2,12.500000,
Sicilia,812,3879,119,834,196,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20,2021-03-24,ITG1,2,14.268585,
Toscana,1488,5033,253,618,19,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20,2021-03-24,ITI1,2,40.938511,◼
Umbria,382,860,66,139,2,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20,2021-03-24,ITI2,2,47.482014,◼
Valle d'Aosta,27,227,3,20,12,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20,2021-03-24,ITC2,2,15.000000,
Veneto,1529,6000,246,1000,0,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20,2021-03-24,ITH3,2,24.600000,
Abruzzo,621,1495,79,215,0,Dati della Protezione Civile del 25 Marzo 2021 ore 18:50,2021-03-25,ITF1,2,36.744186,◼
Basilicata,156,423,15,88,13,Dati della Protezione Civile del 25 Marzo 2021 ore 18:50,2021-03-25,ITF5,2,17.045455,
Calabria,331,911,34,152,25,Dati della Protezione Civile del 25 Marzo 2021 ore 18:50,2021-03-25,ITF6,2,22.368421,
Campania,1576,4221,184,620,36,Dati della Protezione Civile del 25 Marzo 2021 ore 18:50,2021-03-25,ITF3,2,29.677419,
