Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte,data,NUTS_code,NUTS_level,soglia30,sopraSoglia
Valle d'Aosta,84,176,4,33,4,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00,2020-12-21,ITC2,2,12.121212,
Veneto,2649,6000,345,1000,0,Dati della Protezione Civile del 21 Dicembre 2020 ore 19:00,2020-12-21,ITH3,2,34.500000,◼
Abruzzo,534,1491,41,189,0,Dati della Protezione Civile del 22 Dicembre 2020 ore 20:38,2020-12-22,ITF1,2,21.693122,
Basilicata,93,432,8,88,13,Dati della Protezione Civile del 22 Dicembre 2020 ore 20:38,2020-12-22,ITF5,2,9.090909,
Calabria,292,930,23,152,25,Dati della Protezione Civile del 22 Dicembre 2020 ore 20:38,2020-12-22,ITF6,2,15.131579,
Campania,1529,4552,118,620,36,Dati della Protezione Civile del 22 Dicembre 2020 ore 20:38,2020-12-22,ITF3,2,19.032258,
Emilia-Romagna,2891,5594,210,757,0,Dati della Protezione Civile del 22 Dicembre 2020 ore 20:38,2020-12-22,ITH5,2,27.741083,
Friuli Venezia Giulia,598,1277,57,175,0,Dati della Protezione Civile del 22 Dicembre 2020 ore 20:38,2020-12-22,ITH4,2,32.571429,◼
Lazio,2720,6421,292,943,194,Dati della Protezione Civile del 22 Dicembre 2020 ore 20:38,2020-12-22,ITI4,2,30.965005,◼
Liguria,700,1644,65,219,12,Dati della Protezione Civile del 22 Dicembre 2020 ore 20:38,2020-12-22,ITC3,2,29.680365,
Lombardia,4290,13233,540,1273,257,Dati della Protezione Civile del 22 Dicembre 2020 ore 20:38,2020-12-22,ITC4,2,42.419482,◼
Marche,421,1161,61,210,44,Dati della Protezione Civile del 22 Dicembre 2020 ore 20:38,2020-12-22,ITI3,2,29.047619,
Molise,56,221,8,34,0,Dati della Protezione Civile del 22 Dicembre 2020 ore 20:38,2020-12-22,ITF2,2,23.529412,
P.A. Bolzano,176,499,23,77,2,Dati della Protezione Civile del 22 Dicembre 2020 ore 20:38,2020-12-22,ITH1,2,29.870130,
P.A. Trento,364,604,49,90,15,Dati della Protezione Civile del 22 Dicembre 2020 ore 20:38,2020-12-22,ITH2,2,54.444444,◼
Piemonte,3331,5824,228,628,99,Dati della Protezione Civile del 22 Dicembre 2020 ore 20:38,2020-12-22,ITC1,2,36.305732,◼
Puglia,1421,3458,167,456,84,Dati della Protezione Civile del 22 Dicembre 2020 ore 20:38,2020-12-22,ITF4,2,36.622807,◼
Sardegna,526,1653,48,180,27,Dati della Protezione Civile del 22 Dicembre 2020 ore 20:38,2020-12-22,ITG2,2,26.666667,
Sicilia,1059,4082,176,804,196,Dati della Protezione Civile del 22 Dicembre 2020 ore 20:38,2020-12-22,ITG1,2,21.890547,
Toscana,941,5033,175,576,3,Dati della Protezione Civile del 22 Dicembre 2020 ore 20:38,2020-12-22,ITI1,2,30.381944,◼
Umbria,244,776,44,130,2,Dati della Protezione Civile del 22 Dicembre 2020 ore 20:38,2020-12-22,ITI2,2,33.846154,◼
Valle d'Aosta,90,176,5,33,4,Dati della Protezione Civile del 22 Dicembre 2020 ore 20:38,2020-12-22,ITC2,2,15.151515,
Veneto,2672,6000,349,1000,0,Dati della Protezione Civile del 22 Dicembre 2020 ore 20:38,2020-12-22,ITH3,2,34.900000,◼
Abruzzo,506,1491,39,189,0,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39,2020-12-23,ITF1,2,20.634921,
Basilicata,91,432,9,88,13,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39,2020-12-23,ITF5,2,10.227273,
Calabria,297,930,19,152,25,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39,2020-12-23,ITF6,2,12.500000,
Campania,1513,4196,107,620,36,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39,2020-12-23,ITF3,2,17.258065,
Emilia-Romagna,2803,5594,207,757,0,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39,2020-12-23,ITH5,2,27.344782,
Friuli Venezia Giulia,595,1277,56,175,0,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39,2020-12-23,ITH4,2,32.000000,◼
Lazio,2740,6421,286,943,194,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39,2020-12-23,ITI4,2,30.328738,◼
Liguria,689,1644,64,218,12,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39,2020-12-23,ITC3,2,29.357798,
Lombardia,4243,12309,536,1265,265,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39,2020-12-23,ITC4,2,42.371542,◼
Marche,411,1162,61,210,44,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39,2020-12-23,ITI3,2,29.047619,
Molise,53,221,7,34,0,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39,2020-12-23,ITF2,2,20.588235,
P.A. Bolzano,170,475,19,77,2,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39,2020-12-23,ITH1,2,24.675325,
P.A. Trento,346,604,47,90,15,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39,2020-12-23,ITH2,2,52.222222,◼
Piemonte,3239,5824,215,628,99,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39,2020-12-23,ITC1,2,34.235669,◼
Puglia,1417,3458,172,456,84,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39,2020-12-23,ITF4,2,37.719298,◼
Sardegna,519,1653,44,180,27,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39,2020-12-23,ITG2,2,24.444444,
Sicilia,1028,4082,176,804,196,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39,2020-12-23,ITG1,2,21.890547,
Toscana,903,5033,166,576,3,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39,2020-12-23,ITI1,2,28.819444,
Umbria,239,776,40,130,2,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39,2020-12-23,ITI2,2,30.769231,◼
Valle d'Aosta,84,176,4,33,4,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39,2020-12-23,ITC2,2,12.121212,
Veneto,2660,6000,350,1000,0,Dati della Protezione Civile del 23 Dicembre 2020 ore 20:39,2020-12-23,ITH3,2,35.000000,◼
Abruzzo,491,1491,35,189,0,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04,2020-12-24,ITF1,2,18.518519,
Basilicata,96,432,8,88,13,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04,2020-12-24,ITF5,2,9.090909,
Calabria,284,918,21,152,25,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04,2020-12-24,ITF6,2,13.815789,
Campania,1488,4196,102,620,36,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04,2020-12-24,ITF3,2,16.451613,
Emilia-Romagna,2718,5747,201,757,0,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04,2020-12-24,ITH5,2,26.552180,
Friuli Venezia Giulia,582,1277,56,175,0,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04,2020-12-24,ITH4,2,32.000000,◼
Lazio,2690,6421,293,943,194,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04,2020-12-24,ITI4,2,31.071050,◼
Liguria,687,1644,64,218,12,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04,2020-12-24,ITC3,2,29.357798,
Lombardia,4178,12196,521,1268,262,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04,2020-12-24,ITC4,2,41.088328,◼
Marche,409,1162,64,216,40,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04,2020-12-24,ITI3,2,29.629630,
Molise,53,221,7,34,0,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04,2020-12-24,ITF2,2,20.588235,
P.A. Bolzano,157,466,17,77,2,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04,2020-12-24,ITH1,2,22.077922,
P.A. Trento,326,604,49,90,15,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04,2020-12-24,ITH2,2,54.444444,◼
Piemonte,3144,5824,213,628,99,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04,2020-12-24,ITC1,2,33.917197,◼
Puglia,1422,3458,170,458,84,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04,2020-12-24,ITF4,2,37.117904,◼
Sardegna,498,1653,41,180,27,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04,2020-12-24,ITG2,2,22.777778,
Sicilia,1008,4151,173,804,196,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04,2020-12-24,ITG1,2,21.517413,
Toscana,888,5033,161,574,3,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04,2020-12-24,ITI1,2,28.048780,
Umbria,238,780,38,130,2,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04,2020-12-24,ITI2,2,29.230769,
Valle d'Aosta,83,176,4,33,4,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04,2020-12-24,ITC2,2,12.121212,
Veneto,2630,6000,351,1000,0,Dati della Protezione Civile del 24 Dicembre 2020 ore 19:04,2020-12-24,ITH3,2,35.100000,◼
Abruzzo,435,1491,34,189,0,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58,2020-12-25,ITF1,2,17.989418,
Basilicata,87,432,7,88,13,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58,2020-12-25,ITF5,2,7.954545,
Calabria,270,918,21,152,25,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58,2020-12-25,ITF6,2,13.815789,
Campania,1449,4196,102,620,36,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58,2020-12-25,ITF3,2,16.451613,
Emilia-Romagna,2711,5747,206,757,0,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58,2020-12-25,ITH5,2,27.212682,
Friuli Venezia Giulia,572,1277,54,175,0,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58,2020-12-25,ITH4,2,30.857143,◼
Lazio,2666,6421,290,943,194,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58,2020-12-25,ITI4,2,30.752916,◼
Liguria,663,1644,64,218,12,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58,2020-12-25,ITC3,2,29.357798,
Lombardia,3976,12124,522,1262,268,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58,2020-12-25,ITC4,2,41.362916,◼
Marche,398,1162,60,216,40,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58,2020-12-25,ITI3,2,27.777778,
Molise,52,221,7,34,0,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58,2020-12-25,ITF2,2,20.588235,
P.A. Bolzano,147,466,19,77,2,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58,2020-12-25,ITH1,2,24.675325,
P.A. Trento,306,604,49,90,15,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58,2020-12-25,ITH2,2,54.444444,◼
Piemonte,3029,5824,214,628,99,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58,2020-12-25,ITC1,2,34.076433,◼
Puglia,1413,3471,166,458,84,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58,2020-12-25,ITF4,2,36.244541,◼
Sardegna,484,1653,43,180,27,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58,2020-12-25,ITG2,2,23.888889,
Sicilia,995,4151,174,804,196,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58,2020-12-25,ITG1,2,21.641791,
Toscana,843,5033,166,576,3,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58,2020-12-25,ITI1,2,28.819444,
Umbria,240,780,36,130,2,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58,2020-12-25,ITI2,2,27.692308,
Valle d'Aosta,84,176,4,33,4,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58,2020-12-25,ITC2,2,12.121212,
Veneto,2582,6000,346,1000,0,Dati della Protezione Civile del 25 Dicembre 2020 ore 18:58,2020-12-25,ITH3,2,34.600000,◼
Abruzzo,429,1491,36,189,0,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05,2020-12-26,ITF1,2,19.047619,
Basilicata,89,432,7,88,13,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05,2020-12-26,ITF5,2,7.954545,
Calabria,263,918,18,152,25,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05,2020-12-26,ITF6,2,11.842105,
Campania,1431,4196,98,620,36,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05,2020-12-26,ITF3,2,15.806452,
Emilia-Romagna,2630,5747,214,757,0,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05,2020-12-26,ITH5,2,28.269485,
Friuli Venezia Giulia,587,1277,56,175,0,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05,2020-12-26,ITH4,2,32.000000,◼
Lazio,2742,6421,297,943,194,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05,2020-12-26,ITI4,2,31.495228,◼
Liguria,672,1644,66,218,12,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05,2020-12-26,ITC3,2,30.275229,◼
Lombardia,3839,12124,513,1262,268,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05,2020-12-26,ITC4,2,40.649762,◼
Marche,412,1161,64,216,40,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05,2020-12-26,ITI3,2,29.629630,
Molise,55,221,8,34,0,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05,2020-12-26,ITF2,2,23.529412,
P.A. Bolzano,147,466,19,77,2,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05,2020-12-26,ITH1,2,24.675325,
P.A. Trento,331,604,48,90,15,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05,2020-12-26,ITH2,2,53.333333,◼
Piemonte,3011,5824,208,628,99,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05,2020-12-26,ITC1,2,33.121019,◼
Puglia,1435,3471,158,458,84,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05,2020-12-26,ITF4,2,34.497817,◼
Sardegna,478,1653,43,180,27,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05,2020-12-26,ITG2,2,23.888889,
Sicilia,1014,4141,170,804,196,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05,2020-12-26,ITG1,2,21.144279,
Toscana,825,5033,166,575,3,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05,2020-12-26,ITI1,2,28.869565,
Umbria,248,780,34,130,2,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05,2020-12-26,ITI2,2,26.153846,
Valle d'Aosta,77,176,4,33,4,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05,2020-12-26,ITC2,2,12.121212,
Veneto,2589,6000,355,1000,0,Dati della Protezione Civile del 26 Dicembre 2020 ore 19:05,2020-12-26,ITH3,2,35.500000,◼
Abruzzo,443,1491,36,189,0,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23,2020-12-27,ITF1,2,19.047619,
Basilicata,98,432,5,88,13,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23,2020-12-27,ITF5,2,5.681818,
Calabria,255,918,18,152,25,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23,2020-12-27,ITF6,2,11.842105,
Campania,1440,4196,95,620,36,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23,2020-12-27,ITF3,2,15.322581,
Emilia-Romagna,2609,5747,210,757,0,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23,2020-12-27,ITH5,2,27.741083,
Friuli Venezia Giulia,626,1277,58,175,0,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23,2020-12-27,ITH4,2,33.142857,◼
Lazio,2802,6421,301,943,194,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23,2020-12-27,ITI4,2,31.919406,◼
Liguria,695,1644,66,218,12,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23,2020-12-27,ITC3,2,30.275229,◼
Lombardia,3801,12122,508,1260,270,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23,2020-12-27,ITC4,2,40.317460,◼
Marche,428,1162,65,216,40,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23,2020-12-27,ITI3,2,30.092593,◼
Molise,55,221,8,34,0,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23,2020-12-27,ITF2,2,23.529412,
P.A. Bolzano,154,466,20,77,2,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23,2020-12-27,ITH1,2,25.974026,
P.A. Trento,356,604,45,90,15,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23,2020-12-27,ITH2,2,50.000000,◼
Piemonte,3039,5849,211,628,99,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23,2020-12-27,ITC1,2,33.598726,◼
Puglia,1444,3471,154,458,84,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23,2020-12-27,ITF4,2,33.624454,◼
Sardegna,483,1653,43,180,27,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23,2020-12-27,ITG2,2,23.888889,
Sicilia,1027,4137,174,804,196,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23,2020-12-27,ITG1,2,21.641791,
Toscana,847,5033,165,574,3,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23,2020-12-27,ITI1,2,28.745645,
Umbria,260,780,36,130,2,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23,2020-12-27,ITI2,2,27.692308,
Valle d'Aosta,83,176,2,33,4,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23,2020-12-27,ITC2,2,6.060606,
Veneto,2626,6000,360,1000,0,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23,2020-12-27,ITH3,2,36.000000,◼
Abruzzo,458,1491,38,189,0,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50,2020-12-28,ITF1,2,20.105820,
Basilicata,92,420,6,88,6,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50,2020-12-28,ITF5,2,6.818182,
Calabria,260,918,14,152,25,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50,2020-12-28,ITF6,2,9.210526,
Campania,1422,4523,98,620,36,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50,2020-12-28,ITF3,2,15.806452,
Emilia-Romagna,2642,5795,220,757,0,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50,2020-12-28,ITH5,2,29.062087,
Friuli Venezia Giulia,645,1277,56,175,0,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50,2020-12-28,ITH4,2,32.000000,◼
Lazio,2820,6421,307,943,194,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50,2020-12-28,ITI4,2,32.555673,◼
Liguria,718,1681,61,218,12,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50,2020-12-28,ITC3,2,27.981651,
Lombardia,3791,12087,512,1254,276,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50,2020-12-28,ITC4,2,40.829346,◼
Marche,454,1162,60,216,40,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50,2020-12-28,ITI3,2,27.777778,
Molise,57,221,8,34,0,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50,2020-12-28,ITF2,2,23.529412,
P.A. Bolzano,153,466,20,77,2,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50,2020-12-28,ITH1,2,25.974026,
P.A. Trento,374,604,45,90,15,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50,2020-12-28,ITH2,2,50.000000,◼
Piemonte,3042,5824,205,628,99,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50,2020-12-28,ITC1,2,32.643312,◼
Puglia,1494,3471,139,458,84,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50,2020-12-28,ITF4,2,30.349345,◼
Sardegna,497,1653,44,180,27,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50,2020-12-28,ITG2,2,24.444444,
Sicilia,1064,4143,175,799,196,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50,2020-12-28,ITG1,2,21.902378,
Toscana,890,5033,164,574,3,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50,2020-12-28,ITI1,2,28.571429,
Umbria,268,765,34,130,2,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50,2020-12-28,ITI2,2,26.153846,
Valle d'Aosta,95,176,4,33,4,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50,2020-12-28,ITC2,2,12.121212,
Veneto,2696,6000,355,1000,0,Dati della Protezione Civile del 28 Dicembre 2020 ore 19:50,2020-12-28,ITH3,2,35.500000,◼
Abruzzo,451,1491,38,189,0,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21,2020-12-29,ITF1,2,20.105820,
Basilicata,84,433,6,88,13,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21,2020-12-29,ITF5,2,6.818182,
Calabria,257,915,16,152,25,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21,2020-12-29,ITF6,2,10.526316,
Campania,1402,4523,97,620,36,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21,2020-12-29,ITF3,2,15.645161,
Emilia-Romagna,2598,5889,221,757,0,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21,2020-12-29,ITH5,2,29.194188,
Friuli Venezia Giulia,655,1277,60,175,0,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21,2020-12-29,ITH4,2,34.285714,◼
Lazio,2854,6421,305,943,194,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21,2020-12-29,ITI4,2,32.343584,◼
Liguria,711,1774,63,218,12,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21,2020-12-29,ITC3,2,28.899083,
Lombardia,3634,12059,498,1255,275,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21,2020-12-29,ITC4,2,39.681275,◼
Marche,465,1158,61,216,40,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21,2020-12-29,ITI3,2,28.240741,
Molise,56,221,8,34,0,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21,2020-12-29,ITF2,2,23.529412,
P.A. Bolzano,136,465,22,77,2,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21,2020-12-29,ITH1,2,28.571429,
P.A. Trento,380,604,46,90,15,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21,2020-12-29,ITH2,2,51.111111,◼
Piemonte,3029,5824,196,628,99,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21,2020-12-29,ITC1,2,31.210191,◼
Puglia,1466,3471,136,458,84,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21,2020-12-29,ITF4,2,29.694323,
Sardegna,498,1653,45,180,27,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21,2020-12-29,ITG2,2,25.000000,
Sicilia,1093,4148,169,799,196,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21,2020-12-29,ITG1,2,21.151439,
Toscana,879,5033,157,573,3,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21,2020-12-29,ITI1,2,27.399651,
Umbria,263,765,38,130,2,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21,2020-12-29,ITI2,2,29.230769,
Valle d'Aosta,73,176,1,33,4,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21,2020-12-29,ITC2,2,3.030303,
Veneto,2678,6000,366,1000,0,Dati della Protezione Civile del 29 Dicembre 2020 ore 20:21,2020-12-29,ITH3,2,36.600000,◼
Abruzzo,432,1491,36,189,0,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33,2020-12-30,ITF1,2,19.047619,
Basilicata,89,432,4,88,13,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33,2020-12-30,ITF5,2,4.545455,
Calabria,257,915,17,152,25,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33,2020-12-30,ITF6,2,11.184211,
Campania,1357,4196,102,620,36,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33,2020-12-30,ITF3,2,16.451613,
Emilia-Romagna,2641,6026,230,757,0,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33,2020-12-30,ITH5,2,30.383091,◼
Friuli Venezia Giulia,641,1277,59,175,0,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33,2020-12-30,ITH4,2,33.714286,◼
Lazio,2808,6421,303,943,194,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33,2020-12-30,ITI4,2,32.131495,◼
Liguria,712,1774,63,218,12,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33,2020-12-30,ITC3,2,28.899083,
Lombardia,3617,12026,481,1253,277,Dati della Protezione Civile del 30 Dicembre 2020 ore 20:33,2020-12-30,ITC4,2,38.387869,◼
