codice_regione,data,codice_nuts_2,denominazione_regione,soglia250
08,2020-03-18T17:00:00,ITH5,Emilia-Romagna,62
06,2020-03-18T17:00:00,ITH4,Friuli Venezia Giulia,28
12,2020-03-18T17:00:00,ITI4,Lazio,10
07,2020-03-18T17:00:00,ITC3,Liguria,45
03,2020-03-18T17:00:00,ITC4,Lombardia,104
11,2020-03-18T17:00:00,ITI3,Marche,72
14,2020-03-18T17:00:00,ITF2,Molise,4
21,2020-03-18T17:00:00,ITH1,P.A. Bolzano,57
22,2020-03-18T17:00:00,ITH2,P.A. Trento,69
01,2020-03-18T17:00:00,ITC1,Piemonte,43
16,2020-03-18T17:00:00,ITF4,Puglia,8
20,2020-03-18T17:00:00,ITG2,Sardegna,6
19,2020-03-18T17:00:00,ITG1,Sicilia,4
09,2020-03-18T17:00:00,ITI1,Toscana,27
10,2020-03-18T17:00:00,ITI2,Umbria,23
02,2020-03-18T17:00:00,ITC2,Valle d'Aosta,116
05,2020-03-18T17:00:00,ITH3,Veneto,45
13,2020-03-19T17:00:00,ITF1,Abruzzo,23
17,2020-03-19T17:00:00,ITF5,Basilicata,5
18,2020-03-19T17:00:00,ITF6,Calabria,7
15,2020-03-19T17:00:00,ITF3,Campania,8
08,2020-03-19T17:00:00,ITH5,Emilia-Romagna,73
06,2020-03-19T17:00:00,ITH4,Friuli Venezia Giulia,36
12,2020-03-19T17:00:00,ITI4,Lazio,11
07,2020-03-19T17:00:00,ITC3,Liguria,51
03,2020-03-19T17:00:00,ITC4,Lombardia,111
11,2020-03-19T17:00:00,ITI3,Marche,76
14,2020-03-19T17:00:00,ITF2,Molise,10
21,2020-03-19T17:00:00,ITH1,P.A. Bolzano,62
22,2020-03-19T17:00:00,ITH2,P.A. Trento,76
01,2020-03-19T17:00:00,ITC1,Piemonte,55
16,2020-03-19T17:00:00,ITF4,Puglia,9
20,2020-03-19T17:00:00,ITG2,Sardegna,10
19,2020-03-19T17:00:00,ITG1,Sicilia,5
09,2020-03-19T17:00:00,ITI1,Toscana,30
10,2020-03-19T17:00:00,ITI2,Umbria,31
02,2020-03-19T17:00:00,ITC2,Valle d'Aosta,150
05,2020-03-19T17:00:00,ITH3,Veneto,43
13,2020-03-20T17:00:00,ITF1,Abruzzo,28
17,2020-03-20T17:00:00,ITF5,Basilicata,8
18,2020-03-20T17:00:00,ITF6,Calabria,9
15,2020-03-20T17:00:00,ITF3,Campania,9
08,2020-03-20T17:00:00,ITH5,Emilia-Romagna,83
06,2020-03-20T17:00:00,ITH4,Friuli Venezia Giulia,33
12,2020-03-20T17:00:00,ITI4,Lazio,13
07,2020-03-20T17:00:00,ITC3,Liguria,57
03,2020-03-20T17:00:00,ITC4,Lombardia,124
11,2020-03-20T17:00:00,ITI3,Marche,83
14,2020-03-20T17:00:00,ITF2,Molise,11
21,2020-03-20T17:00:00,ITH1,P.A. Bolzano,79
22,2020-03-20T17:00:00,ITH2,P.A. Trento,88
01,2020-03-20T17:00:00,ITC1,Piemonte,61
16,2020-03-20T17:00:00,ITF4,Puglia,11
20,2020-03-20T17:00:00,ITG2,Sardegna,16
19,2020-03-20T17:00:00,ITG1,Sicilia,6
09,2020-03-20T17:00:00,ITI1,Toscana,36
10,2020-03-20T17:00:00,ITI2,Umbria,37
02,2020-03-20T17:00:00,ITC2,Valle d'Aosta,189
05,2020-03-20T17:00:00,ITH3,Veneto,50
13,2020-03-21T17:00:00,ITF1,Abruzzo,32
17,2020-03-21T17:00:00,ITF5,Basilicata,10
18,2020-03-21T17:00:00,ITF6,Calabria,9
15,2020-03-21T17:00:00,ITF3,Campania,10
08,2020-03-21T17:00:00,ITH5,Emilia-Romagna,91
06,2020-03-21T17:00:00,ITH4,Friuli Venezia Giulia,41
12,2020-03-21T17:00:00,ITI4,Lazio,14
07,2020-03-21T17:00:00,ITC3,Liguria,64
03,2020-03-21T17:00:00,ITC4,Lombardia,138
11,2020-03-21T17:00:00,ITI3,Marche,83
14,2020-03-21T17:00:00,ITF2,Molise,15
21,2020-03-21T17:00:00,ITH1,P.A. Bolzano,84
22,2020-03-21T17:00:00,ITH2,P.A. Trento,106
01,2020-03-21T17:00:00,ITC1,Piemonte,67
16,2020-03-21T17:00:00,ITF4,Puglia,13
20,2020-03-21T17:00:00,ITG2,Sardegna,18
19,2020-03-21T17:00:00,ITG1,Sicilia,7
09,2020-03-21T17:00:00,ITI1,Toscana,37
10,2020-03-21T17:00:00,ITI2,Umbria,41
02,2020-03-21T17:00:00,ITC2,Valle d'Aosta,217
05,2020-03-21T17:00:00,ITH3,Veneto,55
13,2020-03-22T17:00:00,ITF1,Abruzzo,35
17,2020-03-22T17:00:00,ITF5,Basilicata,13
18,2020-03-22T17:00:00,ITF6,Calabria,11
15,2020-03-22T17:00:00,ITF3,Campania,11
08,2020-03-22T17:00:00,ITH5,Emilia-Romagna,100
06,2020-03-22T17:00:00,ITH4,Friuli Venezia Giulia,44
12,2020-03-22T17:00:00,ITI4,Lazio,16
07,2020-03-22T17:00:00,ITC3,Liguria,73
03,2020-03-22T17:00:00,ITC4,Lombardia,139
11,2020-03-22T17:00:00,ITI3,Marche,85
14,2020-03-22T17:00:00,ITF2,Molise,16
21,2020-03-22T17:00:00,ITH1,P.A. Bolzano,89
22,2020-03-22T17:00:00,ITH2,P.A. Trento,106
01,2020-03-22T17:00:00,ITC1,Piemonte,77
16,2020-03-22T17:00:00,ITF4,Puglia,14
20,2020-03-22T17:00:00,ITG2,Sardegna,16
19,2020-03-22T17:00:00,ITG1,Sicilia,9
09,2020-03-22T17:00:00,ITI1,Toscana,41
10,2020-03-22T17:00:00,ITI2,Umbria,43
02,2020-03-22T17:00:00,ITC2,Valle d'Aosta,246
05,2020-03-22T17:00:00,ITH3,Veneto,60
13,2020-03-23T17:00:00,ITF1,Abruzzo,38
17,2020-03-23T17:00:00,ITF5,Basilicata,14
18,2020-03-23T17:00:00,ITF6,Calabria,11
15,2020-03-23T17:00:00,ITF3,Campania,11
08,2020-03-23T17:00:00,ITH5,Emilia-Romagna,112
06,2020-03-23T17:00:00,ITH4,Friuli Venezia Giulia,45
12,2020-03-23T17:00:00,ITI4,Lazio,18
07,2020-03-23T17:00:00,ITC3,Liguria,82
03,2020-03-23T17:00:00,ITC4,Lombardia,141
11,2020-03-23T17:00:00,ITI3,Marche,88
14,2020-03-23T17:00:00,ITF2,Molise,15
21,2020-03-23T17:00:00,ITH1,P.A. Bolzano,91
22,2020-03-23T17:00:00,ITH2,P.A. Trento,118
01,2020-03-23T17:00:00,ITC1,Piemonte,78
16,2020-03-23T17:00:00,ITF4,Puglia,17
20,2020-03-23T17:00:00,ITG2,Sardegna,16
19,2020-03-23T17:00:00,ITG1,Sicilia,10
09,2020-03-23T17:00:00,ITI1,Toscana,43
10,2020-03-23T17:00:00,ITI2,Umbria,47
02,2020-03-23T17:00:00,ITC2,Valle d'Aosta,230
05,2020-03-23T17:00:00,ITH3,Veneto,62
13,2020-03-24T17:00:00,ITF1,Abruzzo,36
17,2020-03-24T17:00:00,ITF5,Basilicata,13
18,2020-03-24T17:00:00,ITF6,Calabria,11
15,2020-03-24T17:00:00,ITF3,Campania,11
08,2020-03-24T17:00:00,ITH5,Emilia-Romagna,119
06,2020-03-24T17:00:00,ITH4,Friuli Venezia Giulia,50
12,2020-03-24T17:00:00,ITI4,Lazio,19
07,2020-03-24T17:00:00,ITC3,Liguria,88
03,2020-03-24T17:00:00,ITC4,Lombardia,144
11,2020-03-24T17:00:00,ITI3,Marche,90
14,2020-03-24T17:00:00,ITF2,Molise,16
21,2020-03-24T17:00:00,ITH1,P.A. Bolzano,92
22,2020-03-24T17:00:00,ITH2,P.A. Trento,133
01,2020-03-24T17:00:00,ITC1,Piemonte,84
16,2020-03-24T17:00:00,ITF4,Puglia,17
20,2020-03-24T17:00:00,ITG2,Sardegna,19
19,2020-03-24T17:00:00,ITG1,Sicilia,12
09,2020-03-24T17:00:00,ITI1,Toscana,45
10,2020-03-24T17:00:00,ITI2,Umbria,52
02,2020-03-24T17:00:00,ITC2,Valle d'Aosta,211
05,2020-03-24T17:00:00,ITH3,Veneto,66
13,2020-03-25T17:00:00,ITF1,Abruzzo,43
17,2020-03-25T17:00:00,ITF5,Basilicata,16
18,2020-03-25T17:00:00,ITF6,Calabria,12
15,2020-03-25T17:00:00,ITF3,Campania,13
08,2020-03-25T17:00:00,ITH5,Emilia-Romagna,124
06,2020-03-25T17:00:00,ITH4,Friuli Venezia Giulia,56
12,2020-03-25T17:00:00,ITI4,Lazio,20
07,2020-03-25T17:00:00,ITC3,Liguria,93
03,2020-03-25T17:00:00,ITC4,Lombardia,146
11,2020-03-25T17:00:00,ITI3,Marche,90
14,2020-03-25T17:00:00,ITF2,Molise,15
21,2020-03-25T17:00:00,ITH1,P.A. Bolzano,90
22,2020-03-25T17:00:00,ITH2,P.A. Trento,141
01,2020-03-25T17:00:00,ITC1,Piemonte,85
16,2020-03-25T17:00:00,ITF4,Puglia,18
20,2020-03-25T17:00:00,ITG2,Sardegna,19
19,2020-03-25T17:00:00,ITG1,Sicilia,15
09,2020-03-25T17:00:00,ITI1,Toscana,44
10,2020-03-25T17:00:00,ITI2,Umbria,53
02,2020-03-25T17:00:00,ITC2,Valle d'Aosta,189
05,2020-03-25T17:00:00,ITH3,Veneto,66
13,2020-03-26T17:00:00,ITF1,Abruzzo,43
17,2020-03-26T17:00:00,ITF5,Basilicata,18
18,2020-03-26T17:00:00,ITF6,Calabria,12
15,2020-03-26T17:00:00,ITF3,Campania,12
08,2020-03-26T17:00:00,ITH5,Emilia-Romagna,125
06,2020-03-26T17:00:00,ITH4,Friuli Venezia Giulia,52
12,2020-03-26T17:00:00,ITI4,Lazio,22
07,2020-03-26T17:00:00,ITC3,Liguria,99
03,2020-03-26T17:00:00,ITC4,Lombardia,150
11,2020-03-26T17:00:00,ITI3,Marche,91
14,2020-03-26T17:00:00,ITF2,Molise,19
21,2020-03-26T17:00:00,ITH1,P.A. Bolzano,88
22,2020-03-26T17:00:00,ITH2,P.A. Trento,142
01,2020-03-26T17:00:00,ITC1,Piemonte,84
16,2020-03-26T17:00:00,ITF4,Puglia,18
20,2020-03-26T17:00:00,ITG2,Sardegna,18
19,2020-03-26T17:00:00,ITG1,Sicilia,17
09,2020-03-26T17:00:00,ITI1,Toscana,47
10,2020-03-26T17:00:00,ITI2,Umbria,54
02,2020-03-26T17:00:00,ITC2,Valle d'Aosta,154
05,2020-03-26T17:00:00,ITH3,Veneto,71
13,2020-03-27T17:00:00,ITF1,Abruzzo,44
17,2020-03-27T17:00:00,ITF5,Basilicata,18
18,2020-03-27T17:00:00,ITF6,Calabria,15
15,2020-03-27T17:00:00,ITF3,Campania,12
08,2020-03-27T17:00:00,ITH5,Emilia-Romagna,126
06,2020-03-27T17:00:00,ITH4,Friuli Venezia Giulia,55
12,2020-03-27T17:00:00,ITI4,Lazio,22
07,2020-03-27T17:00:00,ITC3,Liguria,97
03,2020-03-27T17:00:00,ITC4,Lombardia,150
11,2020-03-27T17:00:00,ITI3,Marche,80
14,2020-03-27T17:00:00,ITF2,Molise,20
21,2020-03-27T17:00:00,ITH1,P.A. Bolzano,85
22,2020-03-27T17:00:00,ITH2,P.A. Trento,137
01,2020-03-27T17:00:00,ITC1,Piemonte,84
16,2020-03-27T17:00:00,ITF4,Puglia,19
20,2020-03-27T17:00:00,ITG2,Sardegna,15
19,2020-03-27T17:00:00,ITG1,Sicilia,17
09,2020-03-27T17:00:00,ITI1,Toscana,45
10,2020-03-27T17:00:00,ITI2,Umbria,56
02,2020-03-27T17:00:00,ITC2,Valle d'Aosta,150
05,2020-03-27T17:00:00,ITH3,Veneto,71
13,2020-03-28T17:00:00,ITF1,Abruzzo,47
17,2020-03-28T17:00:00,ITF5,Basilicata,21
18,2020-03-28T17:00:00,ITF6,Calabria,17
15,2020-03-28T17:00:00,ITF3,Campania,13
08,2020-03-28T17:00:00,ITH5,Emilia-Romagna,127
06,2020-03-28T17:00:00,ITH4,Friuli Venezia Giulia,54
12,2020-03-28T17:00:00,ITI4,Lazio,23
07,2020-03-28T17:00:00,ITC3,Liguria,91
03,2020-03-28T17:00:00,ITC4,Lombardia,139
11,2020-03-28T17:00:00,ITI3,Marche,81
14,2020-03-28T17:00:00,ITF2,Molise,21
21,2020-03-28T17:00:00,ITH1,P.A. Bolzano,92
22,2020-03-28T17:00:00,ITH2,P.A. Trento,133
01,2020-03-28T17:00:00,ITC1,Piemonte,91
16,2020-03-28T17:00:00,ITF4,Puglia,20
20,2020-03-28T17:00:00,ITG2,Sardegna,18
19,2020-03-28T17:00:00,ITG1,Sicilia,18
09,2020-03-28T17:00:00,ITI1,Toscana,49
10,2020-03-28T17:00:00,ITI2,Umbria,58
02,2020-03-28T17:00:00,ITC2,Valle d'Aosta,158
05,2020-03-28T17:00:00,ITH3,Veneto,68
13,2020-03-29T17:00:00,ITF1,Abruzzo,55
17,2020-03-29T17:00:00,ITF5,Basilicata,22
18,2020-03-29T17:00:00,ITF6,Calabria,18
15,2020-03-29T17:00:00,ITF3,Campania,14
08,2020-03-29T17:00:00,ITH5,Emilia-Romagna,125
06,2020-03-29T17:00:00,ITH4,Friuli Venezia Giulia,50
12,2020-03-29T17:00:00,ITI4,Lazio,23
07,2020-03-29T17:00:00,ITC3,Liguria,93
03,2020-03-29T17:00:00,ITC4,Lombardia,138
11,2020-03-29T17:00:00,ITI3,Marche,75
14,2020-03-29T17:00:00,ITF2,Molise,20
21,2020-03-29T17:00:00,ITH1,P.A. Bolzano,101
22,2020-03-29T17:00:00,ITH2,P.A. Trento,117
01,2020-03-29T17:00:00,ITC1,Piemonte,88
16,2020-03-29T17:00:00,ITF4,Puglia,19
20,2020-03-29T17:00:00,ITG2,Sardegna,19
19,2020-03-29T17:00:00,ITG1,Sicilia,17
09,2020-03-29T17:00:00,ITI1,Toscana,50
10,2020-03-29T17:00:00,ITI2,Umbria,58
02,2020-03-29T17:00:00,ITC2,Valle d'Aosta,176
05,2020-03-29T17:00:00,ITH3,Veneto,66
13,2020-03-30T17:00:00,ITF1,Abruzzo,53
17,2020-03-30T17:00:00,ITF5,Basilicata,22
18,2020-03-30T17:00:00,ITF6,Calabria,19
15,2020-03-30T17:00:00,ITF3,Campania,16
08,2020-03-30T17:00:00,ITH5,Emilia-Romagna,112
06,2020-03-30T17:00:00,ITH4,Friuli Venezia Giulia,47
12,2020-03-30T17:00:00,ITI4,Lazio,24
07,2020-03-30T17:00:00,ITC3,Liguria,85
03,2020-03-30T17:00:00,ITC4,Lombardia,134
11,2020-03-30T17:00:00,ITI3,Marche,74
14,2020-03-30T17:00:00,ITF2,Molise,22
21,2020-03-30T17:00:00,ITH1,P.A. Bolzano,113
22,2020-03-30T17:00:00,ITH2,P.A. Trento,121
01,2020-03-30T17:00:00,ITC1,Piemonte,89
16,2020-03-30T17:00:00,ITF4,Puglia,20
20,2020-03-30T17:00:00,ITG2,Sardegna,20
19,2020-03-30T17:00:00,ITG1,Sicilia,17
09,2020-03-30T17:00:00,ITI1,Toscana,53
10,2020-03-30T17:00:00,ITI2,Umbria,54
02,2020-03-30T17:00:00,ITC2,Valle d'Aosta,153
05,2020-03-30T17:00:00,ITH3,Veneto,66
13,2020-03-31T17:00:00,ITF1,Abruzzo,55
17,2020-03-31T17:00:00,ITF5,Basilicata,24
18,2020-03-31T17:00:00,ITF6,Calabria,18
15,2020-03-31T17:00:00,ITF3,Campania,17
08,2020-03-31T17:00:00,ITH5,Emilia-Romagna,108
06,2020-03-31T17:00:00,ITH4,Friuli Venezia Giulia,50
12,2020-03-31T17:00:00,ITI4,Lazio,24
07,2020-03-31T17:00:00,ITC3,Liguria,85
03,2020-03-31T17:00:00,ITC4,Lombardia,125
11,2020-03-31T17:00:00,ITI3,Marche,72
14,2020-03-31T17:00:00,ITF2,Molise,24
21,2020-03-31T17:00:00,ITH1,P.A. Bolzano,111
22,2020-03-31T17:00:00,ITH2,P.A. Trento,117
01,2020-03-31T17:00:00,ITC1,Piemonte,88
16,2020-03-31T17:00:00,ITF4,Puglia,20
20,2020-03-31T17:00:00,ITG2,Sardegna,19
19,2020-03-31T17:00:00,ITG1,Sicilia,16
09,2020-03-31T17:00:00,ITI1,Toscana,52
10,2020-03-31T17:00:00,ITI2,Umbria,49
02,2020-03-31T17:00:00,ITC2,Valle d'Aosta,182
05,2020-03-31T17:00:00,ITH3,Veneto,66
13,2020-04-01T17:00:00,ITF1,Abruzzo,48
17,2020-04-01T17:00:00,ITF5,Basilicata,22
18,2020-04-01T17:00:00,ITF6,Calabria,17
15,2020-04-01T17:00:00,ITF3,Campania,18
08,2020-04-01T17:00:00,ITH5,Emilia-Romagna,106
06,2020-04-01T17:00:00,ITH4,Friuli Venezia Giulia,45
12,2020-04-01T17:00:00,ITI4,Lazio,24
07,2020-04-01T17:00:00,ITC3,Liguria,89
03,2020-04-01T17:00:00,ITC4,Lombardia,124
11,2020-04-01T17:00:00,ITI3,Marche,68
14,2020-04-01T17:00:00,ITF2,Molise,29
21,2020-04-01T17:00:00,ITH1,P.A. Bolzano,105
22,2020-04-01T17:00:00,ITH2,P.A. Trento,119
01,2020-04-01T17:00:00,ITC1,Piemonte,87
16,2020-04-01T17:00:00,ITF4,Puglia,22
20,2020-04-01T17:00:00,ITG2,Sardegna,19
19,2020-04-01T17:00:00,ITG1,Sicilia,15
09,2020-04-01T17:00:00,ITI1,Toscana,51
10,2020-04-01T17:00:00,ITI2,Umbria,44
02,2020-04-01T17:00:00,ITC2,Valle d'Aosta,184
05,2020-04-01T17:00:00,ITH3,Veneto,65
13,2020-04-02T17:00:00,ITF1,Abruzzo,43
17,2020-04-02T17:00:00,ITF5,Basilicata,20
18,2020-04-02T17:00:00,ITF6,Calabria,16
15,2020-04-02T17:00:00,ITF3,Campania,20
08,2020-04-02T17:00:00,ITH5,Emilia-Romagna,101
06,2020-04-02T17:00:00,ITH4,Friuli Venezia Giulia,48
12,2020-04-02T17:00:00,ITI4,Lazio,23
07,2020-04-02T17:00:00,ITC3,Liguria,80
03,2020-04-02T17:00:00,ITC4,Lombardia,111
11,2020-04-02T17:00:00,ITI3,Marche,65
14,2020-04-02T17:00:00,ITF2,Molise,21
21,2020-04-02T17:00:00,ITH1,P.A. Bolzano,108
22,2020-04-02T17:00:00,ITH2,P.A. Trento,129
01,2020-04-02T17:00:00,ITC1,Piemonte,89
16,2020-04-02T17:00:00,ITF4,Puglia,23
20,2020-04-02T17:00:00,ITG2,Sardegna,19
19,2020-04-02T17:00:00,ITG1,Sicilia,13
09,2020-04-02T17:00:00,ITI1,Toscana,55
10,2020-04-02T17:00:00,ITI2,Umbria,37
02,2020-04-02T17:00:00,ITC2,Valle d'Aosta,208
05,2020-04-02T17:00:00,ITH3,Veneto,65
13,2020-04-03T17:00:00,ITF1,Abruzzo,42
17,2020-04-03T17:00:00,ITF5,Basilicata,20
18,2020-04-03T17:00:00,ITF6,Calabria,13
15,2020-04-03T17:00:00,ITF3,Campania,21
08,2020-04-03T17:00:00,ITH5,Emilia-Romagna,97
06,2020-04-03T17:00:00,ITH4,Friuli Venezia Giulia,47
12,2020-04-03T17:00:00,ITI4,Lazio,23
07,2020-04-03T17:00:00,ITC3,Liguria,83
03,2020-04-03T17:00:00,ITC4,Lombardia,102
11,2020-04-03T17:00:00,ITI3,Marche,68
14,2020-04-03T17:00:00,ITF2,Molise,22
21,2020-04-03T17:00:00,ITH1,P.A. Bolzano,104
22,2020-04-03T17:00:00,ITH2,P.A. Trento,132
01,2020-04-03T17:00:00,ITC1,Piemonte,88
16,2020-04-03T17:00:00,ITF4,Puglia,21
20,2020-04-03T17:00:00,ITG2,Sardegna,18
19,2020-04-03T17:00:00,ITG1,Sicilia,12
09,2020-04-03T17:00:00,ITI1,Toscana,55
10,2020-04-03T17:00:00,ITI2,Umbria,34
02,2020-04-03T17:00:00,ITC2,Valle d'Aosta,214
05,2020-04-03T17:00:00,ITH3,Veneto,61
13,2020-04-04T17:00:00,ITF1,Abruzzo,38
17,2020-04-04T17:00:00,ITF5,Basilicata,15
18,2020-04-04T17:00:00,ITF6,Calabria,10
15,2020-04-04T17:00:00,ITF3,Campania,22
08,2020-04-04T17:00:00,ITH5,Emilia-Romagna,93
06,2020-04-04T17:00:00,ITH4,Friuli Venezia Giulia,46
12,2020-04-04T17:00:00,ITI4,Lazio,22
07,2020-04-04T17:00:00,ITC3,Liguria,91
03,2020-04-04T17:00:00,ITC4,Lombardia,97
11,2020-04-04T17:00:00,ITI3,Marche,64
14,2020-04-04T17:00:00,ITF2,Molise,28
21,2020-04-04T17:00:00,ITH1,P.A. Bolzano,91
22,2020-04-04T17:00:00,ITH2,P.A. Trento,131
01,2020-04-04T17:00:00,ITC1,Piemonte,94
16,2020-04-04T17:00:00,ITF4,Puglia,20
20,2020-04-04T17:00:00,ITG2,Sardegna,16
19,2020-04-04T17:00:00,ITG1,Sicilia,12
09,2020-04-04T17:00:00,ITI1,Toscana,50
10,2020-04-04T17:00:00,ITI2,Umbria,28
02,2020-04-04T17:00:00,ITC2,Valle d'Aosta,190
05,2020-04-04T17:00:00,ITH3,Veneto,59
13,2020-04-05T17:00:00,ITF1,Abruzzo,32
17,2020-04-05T17:00:00,ITF5,Basilicata,14
18,2020-04-05T17:00:00,ITF6,Calabria,10
15,2020-04-05T17:00:00,ITF3,Campania,21
08,2020-04-05T17:00:00,ITH5,Emilia-Romagna,89
06,2020-04-05T17:00:00,ITH4,Friuli Venezia Giulia,47
12,2020-04-05T17:00:00,ITI4,Lazio,20
07,2020-04-05T17:00:00,ITC3,Liguria,90
03,2020-04-05T17:00:00,ITC4,Lombardia,94
11,2020-04-05T17:00:00,ITI3,Marche,60
14,2020-04-05T17:00:00,ITF2,Molise,32
21,2020-04-05T17:00:00,ITH1,P.A. Bolzano,81
22,2020-04-05T17:00:00,ITH2,P.A. Trento,127
01,2020-04-05T17:00:00,ITC1,Piemonte,96
16,2020-04-05T17:00:00,ITF4,Puglia,19
20,2020-04-05T17:00:00,ITG2,Sardegna,17
19,2020-04-05T17:00:00,ITG1,Sicilia,11
09,2020-04-05T17:00:00,ITI1,Toscana,47
10,2020-04-05T17:00:00,ITI2,Umbria,25
02,2020-04-05T17:00:00,ITC2,Valle d'Aosta,158
05,2020-04-05T17:00:00,ITH3,Veneto,59
13,2020-04-06T17:00:00,ITF1,Abruzzo,29
17,2020-04-06T17:00:00,ITF5,Basilicata,13
18,2020-04-06T17:00:00,ITF6,Calabria,9
15,2020-04-06T17:00:00,ITF3,Campania,19
08,2020-04-06T17:00:00,ITH5,Emilia-Romagna,90
06,2020-04-06T17:00:00,ITH4,Friuli Venezia Giulia,50
12,2020-04-06T17:00:00,ITI4,Lazio,19
07,2020-04-06T17:00:00,ITC3,Liguria,87
03,2020-04-06T17:00:00,ITC4,Lombardia,93
11,2020-04-06T17:00:00,ITI3,Marche,61
14,2020-04-06T17:00:00,ITF2,Molise,30
21,2020-04-06T17:00:00,ITH1,P.A. Bolzano,75
22,2020-04-06T17:00:00,ITH2,P.A. Trento,122
01,2020-04-06T17:00:00,ITC1,Piemonte,98
16,2020-04-06T17:00:00,ITF4,Puglia,19
20,2020-04-06T17:00:00,ITG2,Sardegna,15
19,2020-04-06T17:00:00,ITG1,Sicilia,10
09,2020-04-06T17:00:00,ITI1,Toscana,43
10,2020-04-06T17:00:00,ITI2,Umbria,23
02,2020-04-06T17:00:00,ITC2,Valle d'Aosta,177
05,2020-04-06T17:00:00,ITH3,Veneto,59
13,2020-04-07T17:00:00,ITF1,Abruzzo,31
17,2020-04-07T17:00:00,ITF5,Basilicata,12
18,2020-04-07T17:00:00,ITF6,Calabria,9
15,2020-04-07T17:00:00,ITF3,Campania,18
08,2020-04-07T17:00:00,ITH5,Emilia-Romagna,84
06,2020-04-07T17:00:00,ITH4,Friuli Venezia Giulia,46
12,2020-04-07T17:00:00,ITI4,Lazio,18
07,2020-04-07T17:00:00,ITC3,Liguria,88
03,2020-04-07T17:00:00,ITC4,Lombardia,91
11,2020-04-07T17:00:00,ITI3,Marche,59
14,2020-04-07T17:00:00,ITF2,Molise,27
21,2020-04-07T17:00:00,ITH1,P.A. Bolzano,83
22,2020-04-07T17:00:00,ITH2,P.A. Trento,134
01,2020-04-07T17:00:00,ITC1,Piemonte,94
16,2020-04-07T17:00:00,ITF4,Puglia,18
20,2020-04-07T17:00:00,ITG2,Sardegna,13
19,2020-04-07T17:00:00,ITG1,Sicilia,9
09,2020-04-07T17:00:00,ITI1,Toscana,42
10,2020-04-07T17:00:00,ITI2,Umbria,21
02,2020-04-07T17:00:00,ITC2,Valle d'Aosta,166
05,2020-04-07T17:00:00,ITH3,Veneto,57
13,2020-04-08T17:00:00,ITF1,Abruzzo,33
17,2020-04-08T17:00:00,ITF5,Basilicata,11
18,2020-04-08T17:00:00,ITF6,Calabria,10
15,2020-04-08T17:00:00,ITF3,Campania,18
08,2020-04-08T17:00:00,ITH5,Emilia-Romagna,77
06,2020-04-08T17:00:00,ITH4,Friuli Venezia Giulia,44
12,2020-04-08T17:00:00,ITI4,Lazio,17
07,2020-04-08T17:00:00,ITC3,Liguria,82
03,2020-04-08T17:00:00,ITC4,Lombardia,86
11,2020-04-08T17:00:00,ITI3,Marche,59
14,2020-04-08T17:00:00,ITF2,Molise,22
21,2020-04-08T17:00:00,ITH1,P.A. Bolzano,78
22,2020-04-08T17:00:00,ITH2,P.A. Trento,134
01,2020-04-08T17:00:00,ITC1,Piemonte,95
16,2020-04-08T17:00:00,ITF4,Puglia,17
20,2020-04-08T17:00:00,ITG2,Sardegna,14
19,2020-04-08T17:00:00,ITG1,Sicilia,9
09,2020-04-08T17:00:00,ITI1,Toscana,41
10,2020-04-08T17:00:00,ITI2,Umbria,22
02,2020-04-08T17:00:00,ITC2,Valle d'Aosta,175
05,2020-04-08T17:00:00,ITH3,Veneto,57
13,2020-04-09T17:00:00,ITF1,Abruzzo,34
17,2020-04-09T17:00:00,ITF5,Basilicata,10
18,2020-04-09T17:00:00,ITF6,Calabria,10
15,2020-04-09T17:00:00,ITF3,Campania,16
08,2020-04-09T17:00:00,ITH5,Emilia-Romagna,75
06,2020-04-09T17:00:00,ITH4,Friuli Venezia Giulia,41
12,2020-04-09T17:00:00,ITI4,Lazio,17
07,2020-04-09T17:00:00,ITC3,Liguria,81
03,2020-04-09T17:00:00,ITC4,Lombardia,87
11,2020-04-09T17:00:00,ITI3,Marche,57
14,2020-04-09T17:00:00,ITF2,Molise,23
21,2020-04-09T17:00:00,ITH1,P.A. Bolzano,80
22,2020-04-09T17:00:00,ITH2,P.A. Trento,129
01,2020-04-09T17:00:00,ITC1,Piemonte,97
16,2020-04-09T17:00:00,ITF4,Puglia,16
20,2020-04-09T17:00:00,ITG2,Sardegna,14
19,2020-04-09T17:00:00,ITG1,Sicilia,9
09,2020-04-09T17:00:00,ITI1,Toscana,35
10,2020-04-09T17:00:00,ITI2,Umbria,20
02,2020-04-09T17:00:00,ITC2,Valle d'Aosta,160
05,2020-04-09T17:00:00,ITH3,Veneto,58
13,2020-04-10T17:00:00,ITF1,Abruzzo,35
17,2020-04-10T17:00:00,ITF5,Basilicata,8
18,2020-04-10T17:00:00,ITF6,Calabria,9
15,2020-04-10T17:00:00,ITF3,Campania,13
08,2020-04-10T17:00:00,ITH5,Emilia-Romagna,72
06,2020-04-10T17:00:00,ITH4,Friuli Venezia Giulia,39
12,2020-04-10T17:00:00,ITI4,Lazio,17
07,2020-04-10T17:00:00,ITC3,Liguria,80
03,2020-04-10T17:00:00,ITC4,Lombardia,85
11,2020-04-10T17:00:00,ITI3,Marche,56
14,2020-04-10T17:00:00,ITF2,Molise,22
21,2020-04-10T17:00:00,ITH1,P.A. Bolzano,74
