date,regione,deceduti,positivi,ricoveri,terapia_intensiva
2020-11-13T00:00:00,toscana,62,2505,158,20
2020-11-14T00:00:00,toscana,24,2004,119,12
2020-11-15T00:00:00,toscana,51,1186,108,14
2020-11-16T00:00:00,toscana,41,1898,133,13
2020-11-17T00:00:00,toscana,57,2061,172,24
2020-11-18T00:00:00,toscana,40,2087,144,22
2020-11-19T00:00:00,toscana,48,2015,150,15
2020-11-20T00:00:00,toscana,55,1697,155,18
2020-11-21T00:00:00,toscana,28,1347,124,15
2020-11-22T00:00:00,toscana,69,748,107,21
2020-11-23T00:00:00,toscana,56,1194,83,15
2020-11-24T00:00:00,toscana,64,1304,92,13
2020-11-25T00:00:00,toscana,63,1209,87,11
2020-11-26T00:00:00,toscana,62,1102,92,11
2020-11-27T00:00:00,toscana,58,999,61,11
2020-11-28T00:00:00,toscana,40,849,64,4
2020-11-29T00:00:00,toscana,31,540,55,7
2020-11-30T00:00:00,toscana,41,750,73,6
2020-12-01T00:00:00,toscana,39,894,70,10
2020-12-02T00:00:00,toscana,47,937,65,13
2020-12-03T00:00:00,toscana,38,741,44,15
2020-12-04T00:00:00,toscana,51,717,73,7
2020-12-05T00:00:00,toscana,36,607,57,7
2020-12-06T00:00:00,toscana,28,346,62,9
2020-12-07T00:00:00,toscana,33,584,66,8
2020-12-08T00:00:00,toscana,19,501,35,2
2020-12-09T00:00:00,toscana,56,558,78,11
2020-12-10T00:00:00,toscana,55,665,59,15
2020-12-11T00:00:00,toscana,46,600,69,6
2020-12-12T00:00:00,toscana,37,436,50,8
2020-12-13T00:00:00,toscana,23,271,34,8
2020-12-14T00:00:00,toscana,46,557,62,13
2020-12-15T00:00:00,toscana,50,644,53,9
2020-12-16T00:00:00,toscana,44,421,61,7
2020-12-17T00:00:00,toscana,40,551,66,16
2020-12-18T00:00:00,toscana,29,486,53,13
2020-12-19T00:00:00,toscana,25,440,39,6
2020-12-20T00:00:00,toscana,18,207,32,2
2020-12-21T00:00:00,toscana,20,458,34,3
2020-12-22T00:00:00,toscana,23,582,54,11
2020-12-23T00:00:00,toscana,27,506,43,4
2020-12-24T00:00:00,toscana,22,452,38,5
2020-12-25T00:00:00,toscana,17,195,27,3
2020-12-26T00:00:00,toscana,13,229,30,4
2020-12-27T00:00:00,toscana,15,203,33,5
2020-12-28T00:00:00,toscana,18,487,25,2
2020-12-29T00:00:00,toscana,21,652,47,4
2020-12-30T00:00:00,toscana,17,581,35,0
2020-12-31T00:00:00,toscana,22,519,37,5
2021-01-01T00:00:00,toscana,16,260,31,5
2021-01-02T00:00:00,toscana,18,340,53,9
2021-01-03T00:00:00,toscana,10,273,28,4
2021-01-04T00:00:00,toscana,22,450,52,6
2021-01-05T00:00:00,toscana,28,690,43,6
2021-01-06T00:00:00,toscana,25,378,37,4
2021-01-07T00:00:00,toscana,18,542,55,6
2021-01-08T00:00:00,toscana,17,529,42,8
2021-01-09T00:00:00,toscana,22,464,46,6
2021-01-10T00:00:00,toscana,12,204,32,2
2021-01-11T00:00:00,toscana,16,468,41,7
2021-01-12T00:00:00,toscana,9,493,40,6
2021-01-13T00:00:00,toscana,17,438,44,5
2021-01-14T00:00:00,toscana,16,391,37,8
2021-01-15T00:00:00,toscana,15,418,31,3
2021-01-16T00:00:00,toscana,16,388,40,3
2021-01-17T00:00:00,toscana,16,191,29,3
2021-01-18T00:00:00,toscana,18,447,32,3
2021-01-19T00:00:00,toscana,21,511,34,8
2021-01-20T00:00:00,toscana,25,451,38,3
2021-01-21T00:00:00,toscana,15,470,26,5
2021-01-22T00:00:00,toscana,14,481,38,3
2021-01-23T00:00:00,toscana,9,470,27,2
2021-01-24T00:00:00,toscana,13,266,29,3
2021-01-25T00:00:00,toscana,10,466,52,2
2021-01-26T00:00:00,toscana,15,680,35,5
2021-01-27T00:00:00,toscana,23,633,34,3
2021-01-28T00:00:00,toscana,21,587,29,3
2021-01-29T00:00:00,toscana,21,510,24,2
2021-01-30T00:00:00,toscana,15,473,24,1
2021-01-31T00:00:00,toscana,10,279,30,3
2021-02-01T00:00:00,toscana,11,551,36,5
2021-02-02T00:00:00,toscana,20,772,46,6
2021-02-03T00:00:00,toscana,18,673,41,2
2021-02-04T00:00:00,toscana,17,682,46,2
2021-02-05T00:00:00,toscana,12,740,30,4
2021-02-06T00:00:00,toscana,17,628,40,3
2021-02-07T00:00:00,toscana,22,351,35,5
2021-02-08T00:00:00,toscana,20,632,42,6
2021-02-09T00:00:00,toscana,20,896,47,6
2021-02-10T00:00:00,toscana,11,786,32,6
2021-02-11T00:00:00,toscana,17,769,39,2
2021-02-12T00:00:00,toscana,23,746,30,2
2021-02-13T00:00:00,toscana,17,652,42,6
2021-02-14T00:00:00,toscana,12,287,20,2
2021-02-15T00:00:00,toscana,16,742,40,3
2021-02-16T00:00:00,toscana,19,938,54,11
2021-02-17T00:00:00,toscana,10,980,48,6
2021-02-18T00:00:00,toscana,13,913,43,5
2021-02-19T00:00:00,toscana,20,1067,43,5
2021-02-20T00:00:00,toscana,14,924,39,4
2021-02-21T00:00:00,toscana,7,630,33,5
2021-02-22T00:00:00,toscana,18,1114,57,6
2021-02-23T00:00:00,toscana,16,1278,62,9
2021-02-24T00:00:00,toscana,14,1234,44,8
2021-02-25T00:00:00,toscana,18,1136,55,12
2021-02-26T00:00:00,toscana,12,1307,52,7
2021-02-27T00:00:00,toscana,14,1117,62,12
2021-02-28T00:00:00,toscana,19,704,47,3
2021-03-01T00:00:00,toscana,12,1147,68,11
2021-03-02T00:00:00,toscana,25,1313,77,11
2021-03-03T00:00:00,toscana,14,1315,67,6
2021-03-04T00:00:00,toscana,25,1288,72,7
2021-03-05T00:00:00,toscana,23,1292,81,10
2021-03-06T00:00:00,toscana,17,1278,56,6
2021-03-07T00:00:00,toscana,19,697,58,5
2021-03-08T00:00:00,toscana,12,1213,80,7
2021-03-09T00:00:00,toscana,17,1371,87,7
2021-03-10T00:00:00,toscana,17,1358,84,5
2021-03-11T00:00:00,toscana,31,1433,73,9
2021-03-12T00:00:00,toscana,31,1432,77,8
2021-03-13T00:00:00,toscana,16,1302,90,9
2021-03-14T00:00:00,toscana,12,850,55,4
2021-03-15T00:00:00,toscana,25,1196,90,9
2021-03-16T00:00:00,toscana,23,1548,90,15
2021-03-17T00:00:00,toscana,27,1619,74,6
2021-03-18T00:00:00,toscana,28,1370,72,7
2021-03-19T00:00:00,toscana,22,1394,72,7
2021-03-20T00:00:00,toscana,28,1206,74,3
2021-03-21T00:00:00,toscana,19,707,50,6
2021-03-22T00:00:00,toscana,24,1285,82,8
2021-03-23T00:00:00,toscana,31,1553,92,10
2021-03-24T00:00:00,toscana,35,1665,78,5
2021-03-25T00:00:00,toscana,27,1510,99,10
2021-03-26T00:00:00,toscana,29,1267,91,6
2021-03-27T00:00:00,toscana,25,1295,97,14
2021-03-28T00:00:00,toscana,26,763,54,7
2021-03-29T00:00:00,toscana,40,1470,87,16
2021-03-30T00:00:00,toscana,19,1685,95,11
2021-03-31T00:00:00,toscana,40,1618,88,12
2021-04-01T00:00:00,toscana,25,1527,96,9
2021-04-02T00:00:00,toscana,36,1440,123,12
2021-04-03T00:00:00,toscana,26,1147,78,6
2021-04-04T00:00:00,toscana,30,692,83,11
2021-04-05T00:00:00,toscana,31,721,82,9
2021-04-06T00:00:00,toscana,33,1105,75,9
2021-04-07T00:00:00,toscana,17,1403,101,5
2021-04-08T00:00:00,toscana,32,1233,101,7
2021-04-09T00:00:00,toscana,38,1157,93,15
2021-04-10T00:00:00,toscana,35,1101,82,9
2021-04-11T00:00:00,toscana,42,608,68,6
2021-04-12T00:00:00,toscana,33,1047,79,9
2021-04-13T00:00:00,toscana,36,1247,93,13
2021-04-14T00:00:00,toscana,24,1275,77,9
2021-04-15T00:00:00,toscana,23,1032,71,11
2021-04-16T00:00:00,toscana,26,988,59,8
2021-04-17T00:00:00,toscana,31,866,73,8
2021-04-18T00:00:00,toscana,27,434,62,9
2021-04-19T00:00:00,toscana,34,828,94,14
2021-04-20T00:00:00,toscana,40,1175,88,11
2021-04-21T00:00:00,toscana,35,983,71,8
2021-04-22T00:00:00,toscana,16,920,67,15
2021-04-23T00:00:00,toscana,34,888,74,10
2021-04-24T00:00:00,toscana,29,809,66,8
2021-04-25T00:00:00,toscana,18,421,55,4
2021-04-26T00:00:00,toscana,30,817,65,16
2021-04-27T00:00:00,toscana,23,1088,62,16
2021-04-28T00:00:00,toscana,30,854,59,16
2021-04-29T00:00:00,toscana,20,806,58,9
2021-04-30T00:00:00,toscana,34,895,63,15
2021-05-01T00:00:00,toscana,19,555,52,5
2021-05-02T00:00:00,toscana,16,406,44,2
2021-05-03T00:00:00,toscana,22,716,55,9
2021-05-04T00:00:00,toscana,52,891,60,12
2021-05-05T00:00:00,toscana,22,750,47,12
2021-05-06T00:00:00,toscana,16,663,40,12
2021-05-07T00:00:00,toscana,16,656,47,7
2021-05-08T00:00:00,toscana,15,594,45,5
2021-05-09T00:00:00,toscana,6,272,30,8
2021-05-10T00:00:00,toscana,20,499,62,8
2021-05-11T00:00:00,toscana,35,638,61,11
2021-05-12T00:00:00,toscana,15,559,40,6
2021-05-13T00:00:00,toscana,15,489,62,8
2021-05-14T00:00:00,toscana,17,531,42,13
2021-05-15T00:00:00,toscana,10,428,37,7
2021-05-16T00:00:00,toscana,6,189,25,0
2021-05-17T00:00:00,toscana,21,393,36,9
2021-05-18T00:00:00,toscana,14,505,36,4
2021-05-19T00:00:00,toscana,7,394,39,4
2021-05-20T00:00:00,toscana,10,365,26,2
2021-05-21T00:00:00,toscana,11,345,28,12
2021-05-22T00:00:00,toscana,11,322,21,1
2021-05-23T00:00:00,toscana,5,147,9,1
2021-05-24T00:00:00,toscana,6,270,24,3
2021-05-25T00:00:00,toscana,7,346,29,7
2021-05-26T00:00:00,toscana,8,246,15,5
2021-05-27T00:00:00,toscana,14,262,19,4
2021-05-28T00:00:00,toscana,9,217,25,3
2021-05-29T00:00:00,toscana,10,200,17,2
2021-05-30T00:00:00,toscana,5,114,14,2
2021-05-31T00:00:00,toscana,5,173,18,2
2021-06-01T00:00:00,toscana,7,211,24,3
2021-06-02T00:00:00,toscana,3,102,18,1
2021-06-03T00:00:00,toscana,3,132,20,1
2021-06-04T00:00:00,toscana,7,239,15,3
2021-06-05T00:00:00,toscana,8,161,6,2
2021-06-06T00:00:00,toscana,0,66,11,0
2021-06-07T00:00:00,toscana,14,120,18,3
2021-06-08T00:00:00,toscana,4,151,14,2
2021-06-09T00:00:00,toscana,3,147,14,5
2021-06-10T00:00:00,toscana,4,154,6,0
2021-06-11T00:00:00,toscana,3,129,8,1
2021-06-12T00:00:00,toscana,3,87,10,1
2021-06-13T00:00:00,toscana,0,47,6,0
2021-06-14T00:00:00,toscana,6,85,12,3
2021-06-15T00:00:00,toscana,6,82,10,4
2021-06-16T00:00:00,toscana,4,58,6,3
2021-06-17T00:00:00,toscana,6,60,4,0
2021-06-18T00:00:00,toscana,0,80,3,0
2021-06-19T00:00:00,toscana,1,46,7,0
2021-06-20T00:00:00,toscana,1,20,4,0
2021-06-21T00:00:00,toscana,4,47,5,1
2021-06-22T00:00:00,toscana,3,76,12,4
2021-06-23T00:00:00,toscana,2,38,9,0
2021-06-24T00:00:00,toscana,4,36,8,3
2021-06-25T00:00:00,toscana,1,42,4,0
2021-06-26T00:00:00,toscana,0,42,4,1
2021-06-27T00:00:00,toscana,2,12,1,0
2021-06-28T00:00:00,toscana,3,39,6,3
2021-06-29T00:00:00,toscana,1,39,5,0
2021-06-30T00:00:00,toscana,2,56,7,1
2021-07-01T00:00:00,toscana,7,64,2,2
2021-07-02T00:00:00,toscana,3,56,3,
2021-07-03T00:00:00,toscana,,,2,
2020-02-20T00:00:00,trentinoalto_adige_,,,1,
2020-02-21T00:00:00,trentinoalto_adige_,,,0,
2020-02-22T00:00:00,trentinoalto_adige_,,,0,
2020-02-23T00:00:00,trentinoalto_adige_,,,1,
2020-02-24T00:00:00,trentinoalto_adige_,,1,4,
2020-02-25T00:00:00,trentinoalto_adige_,,0,0,
2020-02-26T00:00:00,trentinoalto_adige_,,0,0,
2020-02-27T00:00:00,trentinoalto_adige_,,0,3,
2020-02-28T00:00:00,trentinoalto_adige_,,0,0,
2020-02-29T00:00:00,trentinoalto_adige_,,0,1,
2020-03-01T00:00:00,trentinoalto_adige_,,0,5,
2020-03-02T00:00:00,trentinoalto_adige_,,2,0,
2020-03-03T00:00:00,trentinoalto_adige_,,4,3,
2020-03-04T00:00:00,trentinoalto_adige_,,2,6,
2020-03-05T00:00:00,trentinoalto_adige_,,5,9,
2020-03-06T00:00:00,trentinoalto_adige_,,9,8,
2020-03-07T00:00:00,trentinoalto_adige_,,28,6,3
2020-03-08T00:00:00,trentinoalto_adige_,,22,9,0
2020-03-09T00:00:00,trentinoalto_adige_,,31,25,3
2020-03-10T00:00:00,trentinoalto_adige_,,50,18,1
2020-03-11T00:00:00,trentinoalto_adige_,2,56,30,5
2020-03-12T00:00:00,trentinoalto_adige_,0,73,27,3
2020-03-13T00:00:00,trentinoalto_adige_,4,100,37,1
2020-03-14T00:00:00,trentinoalto_adige_,5,81,22,10
2020-03-15T00:00:00,trentinoalto_adige_,4,86,34,7
2020-03-16T00:00:00,trentinoalto_adige_,4,155,38,4
2020-03-17T00:00:00,trentinoalto_adige_,5,133,52,8
2020-03-18T00:00:00,trentinoalto_adige_,12,191,68,8
2020-03-19T00:00:00,trentinoalto_adige_,4,153,68,15
2020-03-20T00:00:00,trentinoalto_adige_,9,296,75,8
2020-03-21T00:00:00,trentinoalto_adige_,15,168,69,13
2020-03-22T00:00:00,trentinoalto_adige_,22,97,55,15
2020-03-23T00:00:00,trentinoalto_adige_,25,168,71,11
2020-03-24T00:00:00,trentinoalto_adige_,22,178,78,10
2020-03-25T00:00:00,trentinoalto_adige_,17,179,56,21
2020-03-26T00:00:00,trentinoalto_adige_,23,282,46,10
2020-03-27T00:00:00,trentinoalto_adige_,20,197,71,6
2020-03-28T00:00:00,trentinoalto_adige_,32,183,54,5
2020-03-29T00:00:00,trentinoalto_adige_,22,116,45,8
2020-03-30T00:00:00,trentinoalto_adige_,30,229,32,9
2020-03-31T00:00:00,trentinoalto_adige_,17,227,34,4
2020-04-01T00:00:00,trentinoalto_adige_,24,174,35,6
2020-04-02T00:00:00,trentinoalto_adige_,25,229,31,6
2020-04-03T00:00:00,trentinoalto_adige_,17,195,30,5
2020-04-04T00:00:00,trentinoalto_adige_,17,103,32,4
2020-04-05T00:00:00,trentinoalto_adige_,15,59,21,1
2020-04-06T00:00:00,trentinoalto_adige_,18,194,24,3
2020-04-07T00:00:00,trentinoalto_adige_,15,197,26,7
2020-04-08T00:00:00,trentinoalto_adige_,20,177,24,1
2020-04-09T00:00:00,trentinoalto_adige_,15,184,19,1
2020-04-10T00:00:00,trentinoalto_adige_,14,146,19,5
2020-04-11T00:00:00,trentinoalto_adige_,13,91,18,0
2020-04-12T00:00:00,trentinoalto_adige_,15,18,17,1
2020-04-13T00:00:00,trentinoalto_adige_,8,90,12,0
2020-04-14T00:00:00,trentinoalto_adige_,15,122,16,1
2020-04-15T00:00:00,trentinoalto_adige_,11,165,12,1
2020-04-16T00:00:00,trentinoalto_adige_,5,107,16,1
2020-04-17T00:00:00,trentinoalto_adige_,15,147,14,2
2020-04-18T00:00:00,trentinoalto_adige_,15,21,11,0
2020-04-19T00:00:00,trentinoalto_adige_,9,16,8,1
2020-04-20T00:00:00,trentinoalto_adige_,12,88,8,0
2020-04-21T00:00:00,trentinoalto_adige_,4,84,9,0
2020-04-22T00:00:00,trentinoalto_adige_,9,69,9,0
2020-04-23T00:00:00,trentinoalto_adige_,8,78,8,0
2020-04-24T00:00:00,trentinoalto_adige_,12,80,11,0
2020-04-25T00:00:00,trentinoalto_adige_,4,70,7,1
2020-04-26T00:00:00,trentinoalto_adige_,7,51,4,3
2020-04-27T00:00:00,trentinoalto_adige_,3,69,6,1
2020-04-28T00:00:00,trentinoalto_adige_,3,47,7,0
2020-04-29T00:00:00,trentinoalto_adige_,2,31,2,0
2020-04-30T00:00:00,trentinoalto_adige_,7,73,4,1
2020-05-01T00:00:00,trentinoalto_adige_,0,48,3,0
2020-05-02T00:00:00,trentinoalto_adige_,7,34,2,1
2020-05-03T00:00:00,trentinoalto_adige_,2,6,3,0
2020-05-04T00:00:00,trentinoalto_adige_,2,64,1,0
2020-05-05T00:00:00,trentinoalto_adige_,2,87,5,0
2020-05-06T00:00:00,trentinoalto_adige_,1,40,2,0
2020-05-07T00:00:00,trentinoalto_adige_,2,52,0,1
2020-05-08T00:00:00,trentinoalto_adige_,1,64,2,0
2020-05-09T00:00:00,trentinoalto_adige_,4,15,4,0
2020-05-10T00:00:00,trentinoalto_adige_,2,11,2,0
2020-05-11T00:00:00,trentinoalto_adige_,0,42,2,0
2020-05-12T00:00:00,trentinoalto_adige_,1,28,1,0
2020-05-13T00:00:00,trentinoalto_adige_,2,25,4,1
2020-05-14T00:00:00,trentinoalto_adige_,2,22,4,0
2020-05-15T00:00:00,trentinoalto_adige_,3,34,1,0
2020-05-16T00:00:00,trentinoalto_adige_,2,10,1,0
2020-05-17T00:00:00,trentinoalto_adige_,0,2,2,0
2020-05-18T00:00:00,trentinoalto_adige_,0,13,1,0
2020-05-19T00:00:00,trentinoalto_adige_,1,20,3,0
2020-05-20T00:00:00,trentinoalto_adige_,0,16,2,0
2020-05-21T00:00:00,trentinoalto_adige_,0,6,3,1
2020-05-22T00:00:00,trentinoalto_adige_,0,14,1,1
2020-05-23T00:00:00,trentinoalto_adige_,4,4,2,0
2020-05-24T00:00:00,trentinoalto_adige_,0,2,0,0
2020-05-25T00:00:00,trentinoalto_adige_,1,20,2,0
2020-05-26T00:00:00,trentinoalto_adige_,1,8,0,0
2020-05-27T00:00:00,trentinoalto_adige_,0,0,1,0
2020-05-28T00:00:00,trentinoalto_adige_,0,4,0,0
2020-05-29T00:00:00,trentinoalto_adige_,0,3,1,0
2020-05-30T00:00:00,trentinoalto_adige_,0,1,0,0
2020-05-31T00:00:00,trentinoalto_adige_,1,3,0,0
2020-06-01T00:00:00,trentinoalto_adige_,1,2,1,0
2020-06-02T00:00:00,trentinoalto_adige_,0,0,0,0
2020-06-03T00:00:00,trentinoalto_adige_,1,4,2,0
2020-06-04T00:00:00,trentinoalto_adige_,0,5,1,0
2020-06-05T00:00:00,trentinoalto_adige_,0,4,0,0
2020-06-06T00:00:00,trentinoalto_adige_,0,1,0,0
2020-06-07T00:00:00,trentinoalto_adige_,0,1,1,0
2020-06-08T00:00:00,trentinoalto_adige_,0,2,2,0
2020-06-09T00:00:00,trentinoalto_adige_,0,6,0,0
2020-06-10T00:00:00,trentinoalto_adige_,0,4,0,0
2020-06-11T00:00:00,trentinoalto_adige_,0,4,1,0
2020-06-12T00:00:00,trentinoalto_adige_,0,2,2,0
2020-06-13T00:00:00,trentinoalto_adige_,0,1,0,0
2020-06-14T00:00:00,trentinoalto_adige_,2,1,0,0
2020-06-15T00:00:00,trentinoalto_adige_,0,3,0,0
2020-06-16T00:00:00,trentinoalto_adige_,0,3,0,0
2020-06-17T00:00:00,trentinoalto_adige_,0,6,0,0
2020-06-18T00:00:00,trentinoalto_adige_,0,5,2,0
2020-06-19T00:00:00,trentinoalto_adige_,1,6,0,0
2020-06-20T00:00:00,trentinoalto_adige_,0,13,1,0
2020-06-21T00:00:00,trentinoalto_adige_,0,1,0,0
2020-06-22T00:00:00,trentinoalto_adige_,0,2,1,0
2020-06-23T00:00:00,trentinoalto_adige_,0,2,0,0
2020-06-24T00:00:00,trentinoalto_adige_,0,5,0,0
2020-06-25T00:00:00,trentinoalto_adige_,0,2,2,0
2020-06-26T00:00:00,trentinoalto_adige_,0,4,2,0
2020-06-27T00:00:00,trentinoalto_adige_,0,3,1,0
2020-06-28T00:00:00,trentinoalto_adige_,0,0,0,0
2020-06-29T00:00:00,trentinoalto_adige_,0,3,1,0
2020-06-30T00:00:00,trentinoalto_adige_,0,6,0,0
2020-07-01T00:00:00,trentinoalto_adige_,0,4,0,0
2020-07-02T00:00:00,trentinoalto_adige_,0,2,0,0
2020-07-03T00:00:00,trentinoalto_adige_,0,3,1,0
2020-07-04T00:00:00,trentinoalto_adige_,0,0,0,0
2020-07-05T00:00:00,trentinoalto_adige_,0,0,0,0
2020-07-06T00:00:00,trentinoalto_adige_,0,5,3,0
2020-07-07T00:00:00,trentinoalto_adige_,0,4,0,0
2020-07-08T00:00:00,trentinoalto_adige_,0,8,1,0
2020-07-09T00:00:00,trentinoalto_adige_,0,4,1,0
2020-07-10T00:00:00,trentinoalto_adige_,0,3,1,0
2020-07-11T00:00:00,trentinoalto_adige_,0,3,2,0
2020-07-12T00:00:00,trentinoalto_adige_,0,6,0,0
2020-07-13T00:00:00,trentinoalto_adige_,0,3,0,0
2020-07-14T00:00:00,trentinoalto_adige_,0,1,0,0
2020-07-15T00:00:00,trentinoalto_adige_,0,6,1,0
2020-07-16T00:00:00,trentinoalto_adige_,0,2,1,0
2020-07-17T00:00:00,trentinoalto_adige_,0,3,1,0
2020-07-18T00:00:00,trentinoalto_adige_,0,1,0,0
2020-07-19T00:00:00,trentinoalto_adige_,0,4,1,0
2020-07-20T00:00:00,trentinoalto_adige_,0,33,1,0
2020-07-21T00:00:00,trentinoalto_adige_,0,22,1,0
2020-07-22T00:00:00,trentinoalto_adige_,0,10,0,0
2020-07-23T00:00:00,trentinoalto_adige_,0,15,1,0
2020-07-24T00:00:00,trentinoalto_adige_,0,10,0,0
2020-07-25T00:00:00,trentinoalto_adige_,0,2,2,0
2020-07-26T00:00:00,trentinoalto_adige_,0,2,0,0
2020-07-27T00:00:00,trentinoalto_adige_,0,10,0,1
2020-07-28T00:00:00,trentinoalto_adige_,0,12,1,0
2020-07-29T00:00:00,trentinoalto_adige_,0,14,0,0
2020-07-30T00:00:00,trentinoalto_adige_,0,12,1,1
2020-07-31T00:00:00,trentinoalto_adige_,0,10,0,0
2020-08-01T00:00:00,trentinoalto_adige_,0,3,1,0
2020-08-02T00:00:00,trentinoalto_adige_,0,3,1,0
2020-08-03T00:00:00,trentinoalto_adige_,0,10,3,0
2020-08-04T00:00:00,trentinoalto_adige_,0,11,1,0
2020-08-05T00:00:00,trentinoalto_adige_,0,11,2,0
2020-08-06T00:00:00,trentinoalto_adige_,0,10,0,0
2020-08-07T00:00:00,trentinoalto_adige_,0,10,2,0
2020-08-08T00:00:00,trentinoalto_adige_,0,2,0,0
2020-08-09T00:00:00,trentinoalto_adige_,0,1,2,0
2020-08-10T00:00:00,trentinoalto_adige_,0,5,1,0
2020-08-11T00:00:00,trentinoalto_adige_,0,3,1,0
2020-08-12T00:00:00,trentinoalto_adige_,0,12,0,2
2020-08-13T00:00:00,trentinoalto_adige_,0,5,0,0
2020-08-14T00:00:00,trentinoalto_adige_,0,9,2,1
2020-08-15T00:00:00,trentinoalto_adige_,0,5,1,0
2020-08-16T00:00:00,trentinoalto_adige_,0,0,0,0
2020-08-17T00:00:00,trentinoalto_adige_,0,18,0,0
2020-08-18T00:00:00,trentinoalto_adige_,0,16,3,0
2020-08-19T00:00:00,trentinoalto_adige_,0,10,0,0
2020-08-20T00:00:00,trentinoalto_adige_,0,28,0,0
2020-08-21T00:00:00,trentinoalto_adige_,0,29,2,0
2020-08-22T00:00:00,trentinoalto_adige_,0,8,0,0
2020-08-23T00:00:00,trentinoalto_adige_,0,2,0,0
2020-08-24T00:00:00,trentinoalto_adige_,0,19,1,0
2020-08-25T00:00:00,trentinoalto_adige_,0,21,2,0
2020-08-26T00:00:00,trentinoalto_adige_,0,26,0,0
2020-08-27T00:00:00,trentinoalto_adige_,0,18,0,0
2020-08-28T00:00:00,trentinoalto_adige_,0,25,3,1
2020-08-29T00:00:00,trentinoalto_adige_,0,12,0,0
2020-08-30T00:00:00,trentinoalto_adige_,0,3,0,0
2020-08-31T00:00:00,trentinoalto_adige_,0,21,2,0
2020-09-01T00:00:00,trentinoalto_adige_,0,58,0,0
2020-09-02T00:00:00,trentinoalto_adige_,0,87,1,0
2020-09-03T00:00:00,trentinoalto_adige_,0,47,2,0
2020-09-04T00:00:00,trentinoalto_adige_,0,70,4,0
2020-09-05T00:00:00,trentinoalto_adige_,0,24,0,0
2020-09-06T00:00:00,trentinoalto_adige_,0,6,0,0
2020-09-07T00:00:00,trentinoalto_adige_,0,48,1,0
2020-09-08T00:00:00,trentinoalto_adige_,0,79,1,0
2020-09-09T00:00:00,trentinoalto_adige_,0,52,2,0
2020-09-10T00:00:00,trentinoalto_adige_,0,64,3,0
2020-09-11T00:00:00,trentinoalto_adige_,0,63,2,1
2020-09-12T00:00:00,trentinoalto_adige_,0,24,4,0
2020-09-13T00:00:00,trentinoalto_adige_,0,6,1,0
2020-09-14T00:00:00,trentinoalto_adige_,0,101,5,1
2020-09-15T00:00:00,trentinoalto_adige_,0,92,1,0
2020-09-16T00:00:00,trentinoalto_adige_,0,43,4,0
2020-09-17T00:00:00,trentinoalto_adige_,0,56,0,0
2020-09-18T00:00:00,trentinoalto_adige_,0,81,5,0
2020-09-19T00:00:00,trentinoalto_adige_,0,23,1,0
2020-09-20T00:00:00,trentinoalto_adige_,0,3,7,0
2020-09-21T00:00:00,trentinoalto_adige_,0,73,4,0
2020-09-22T00:00:00,trentinoalto_adige_,0,108,1,0
2020-09-23T00:00:00,trentinoalto_adige_,0,100,2,0
2020-09-24T00:00:00,trentinoalto_adige_,0,54,2,0
2020-09-25T00:00:00,trentinoalto_adige_,0,55,2,0
2020-09-26T00:00:00,trentinoalto_adige_,0,22,3,0
2020-09-27T00:00:00,trentinoalto_adige_,0,3,1,0
2020-09-28T00:00:00,trentinoalto_adige_,1,76,2,0
2020-09-29T00:00:00,trentinoalto_adige_,0,61,1,0
2020-09-30T00:00:00,trentinoalto_adige_,0,54,7,0
2020-10-01T00:00:00,trentinoalto_adige_,0,53,2,0
2020-10-02T00:00:00,trentinoalto_adige_,0,113,4,0
2020-10-03T00:00:00,trentinoalto_adige_,0,19,6,1
2020-10-04T00:00:00,trentinoalto_adige_,0,41,6,0
2020-10-05T00:00:00,trentinoalto_adige_,0,148,3,0
2020-10-06T00:00:00,trentinoalto_adige_,0,80,6,1
2020-10-07T00:00:00,trentinoalto_adige_,0,139,2,0
2020-10-08T00:00:00,trentinoalto_adige_,0,129,10,0
2020-10-09T00:00:00,trentinoalto_adige_,1,140,7,0
2020-10-10T00:00:00,trentinoalto_adige_,3,63,6,0
2020-10-11T00:00:00,trentinoalto_adige_,0,11,2,0
2020-10-12T00:00:00,trentinoalto_adige_,1,231,12,1
2020-10-13T00:00:00,trentinoalto_adige_,3,179,14,0
2020-10-14T00:00:00,trentinoalto_adige_,2,272,12,0
2020-10-15T00:00:00,trentinoalto_adige_,0,193,10,1
2020-10-16T00:00:00,trentinoalto_adige_,2,328,17,2
2020-10-17T00:00:00,trentinoalto_adige_,0,216,17,1
2020-10-18T00:00:00,trentinoalto_adige_,2,59,13,0
2020-10-19T00:00:00,trentinoalto_adige_,0,428,12,0
2020-10-20T00:00:00,trentinoalto_adige_,2,447,19,1
2020-10-21T00:00:00,trentinoalto_adige_,4,548,20,2
2020-10-22T00:00:00,trentinoalto_adige_,2,480,36,0
2020-10-23T00:00:00,trentinoalto_adige_,0,669,34,4
2020-10-24T00:00:00,trentinoalto_adige_,4,292,16,1
2020-10-25T00:00:00,trentinoalto_adige_,3,201,22,0
2020-10-26T00:00:00,trentinoalto_adige_,3,570,32,2
2020-10-27T00:00:00,trentinoalto_adige_,9,638,37,1
2020-10-28T00:00:00,trentinoalto_adige_,8,804,47,3
2020-10-29T00:00:00,trentinoalto_adige_,2,771,53,5
2020-10-30T00:00:00,trentinoalto_adige_,5,772,58,3
