FID,OBJECTID,COD_ISTATN,NOME_COM,NOME_PRO,SIG_PRO,NOME_REG,SHAPE_AREA,SHAPE_LEN,POSITIVI,DECEDUTI,TOTALE,Shape__Area,Shape__Length
"1247","1192","03098009",CASALMAIOCCO,LODI,LO,LOMBARDIA,"4730642.949359","11924.122442902","14","4","18",9588097.14550781,16974.828593784
"1248","1193","03013119",LAGLIO,COMO,CO,LOMBARDIA,"5787929.09131328","11070.0422428598","1","0","1",11953509.2250977,15916.2215559501
"1249","1194","03098057",TERRANOVA DEI PASSERINI,LODI,LO,LOMBARDIA,"11235321.937414","24721.5607431164","9","0","9",22647354.9619141,35099.4370264126
"1250","1195","03014050",PIURO,SONDRIO,SO,LOMBARDIA,"85413771.3838847","67528.4188142061","2","3","5",179665495.145996,97985.1583279493
"1251","1196","03020062",SERRAVALLE A PO,MANTOVA,MN,LOMBARDIA,"26123093.9861411","25583.5224004618","15","1","16",52390466.7929688,36231.9571161208
"1252","1197","03019050",GRONTARDO,CREMONA,CR,LOMBARDIA,"12173236.449257","21506.4873663645","13","1","14",24533371.7758789,30528.5470355056
"1253","1198","03018029",CANNETO PAVESE,PAVIA,PV,LOMBARDIA,"5865104.42214601","14438.7854249336","2","1","3",11758798.6445313,20445.9826895701
"1254","1311","03013009",ANZANO DEL PARCO,COMO,CO,LOMBARDIA,"3253208.38417893","11591.2182333346","1","0","1",6690138.36865234,16619.9718893164
"1255","1312","03108013",BURAGO DI MOLGORA,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"3450392.1111795","10943.6519085766","9","0","9",7051575.33447266,15645.7814045312
"1256","1313","03016105",FORNOVO SAN GIOVANNI,BERGAMO,BG,LOMBARDIA,"6919060.185479","22734.2969789314","18","8","26",14089731.5556641,32444.7139499447
"1257","1315","03016097",FARA OLIVANA CON SOLA,BERGAMO,BG,LOMBARDIA,"5154894.50840101","9613.39554182042","5","2","7",10495784.4414063,13714.4703908671
"1258","1316","03013077",CORRIDO,COMO,CO,LOMBARDIA,"5928909.58669114","11161.7205950323","3","0","3",12317949.5161133,16087.6060706282
"1259","1070","03108035",NOVA MILANESE,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"5852116.26525692","13973.7124156617","68","13","81",11957748.8383789,19975.2275022855
"1260","1078","03016199",SERINA,BERGAMO,BG,LOMBARDIA,"27500266.5228753","39950.4442348704","12","9","21",56785630.1933594,57424.1207005517
"1261","1079","03097091",VERDERIO,LECCO,LC,LOMBARDIA,"6523028.46239929","12715.0577811537","37","7","44",13363472.9672852,18196.8306138027
"1262","1080","03015087",CORNAREDO,MILANO,MI,LOMBARDIA,"11069900.7667895","22531.0893767647","46","4","50",22542119.6816406,32158.5575360776
"1263","1081","03018080",LARDIRAGO,PAVIA,PV,LOMBARDIA,"5467968.029525","14752.6620883942","3","0","3",11036162.9243164,20959.0635500027
"1264","1486","03019105",TORLINO VIMERCATI,CREMONA,CR,LOMBARDIA,"5676947.7787805","16006.8450196914","0","1","1",11533437.4936523,22822.8647743877
"1265","1490","03019090",SAN GIOVANNI IN CROCE,CREMONA,CR,LOMBARDIA,"16193208.0707915","29948.6435321667","8","0","8",32489186.1855469,42439.0941915302
"1266","1491","03019085",ROBECCO D`OGLIO,CREMONA,CR,LOMBARDIA,"18130550.5118857","26549.4288678261","16","3","19",36611796.7045898,37728.9302768647
"1267","1493","03018051",CODEVILLA,PAVIA,PV,LOMBARDIA,"12971035.8190015","22560.1438381383","0","1","1",25931115.1196289,31911.8832315198
"1268","1494","03020043",POMPONESCO,MANTOVA,MN,LOMBARDIA,"12306631.6355158","20612.6603918597","5","2","7",24573129.1220703,29142.2506422015
"1269","1495","03016241",VILLA D`OGNA,BERGAMO,BG,LOMBARDIA,"5086689.07230636","16003.518256389","22","4","26",10511239.3266602,23004.2834426768
"1270","1496","03017153",PRESEGLIE,BRESCIA,BS,LOMBARDIA,"11455010.7502153","16622.4604691381","9","2","11",23465872.9550781,23797.8777532243
"1271","1497","03097014",CARENNO,LECCO,LC,LOMBARDIA,"7757605.74439617","13656.4364079642","6","2","8",15971978.2983398,19601.2399387538
"1272","1498","03015154",NERVIANO,MILANO,MI,LOMBARDIA,"13479720.4749015","31423.5116161017","33","3","36",27507905.2700195,44887.5048217586
"1273","1499","03017195",VEROLANUOVA,BRESCIA,BS,LOMBARDIA,"25789134.4553599","36317.1978882342","70","25","95",52222258.8657227,51686.7881842074
"1274","1500","03012064",DAVERIO,VARESE,VA,LOMBARDIA,"4024904.22900004","11553.8344171569","2","0","2",8278147.13964844,16568.8841248272
"1275","1501","03098019",CODOGNO,LODI,LO,LOMBARDIA,"20866863.8162135","25726.5190932263","215","75","290",42008651.1791992,36505.7097911927
"1276","1502","03013185",PLESIO,COMO,CO,LOMBARDIA,"17050967.4826986","22519.5950287124","2","0","2",35432828.7617188,32475.2770083695
"1277","1503","03017083",INCUDINE,BRESCIA,BS,LOMBARDIA,"19989546.5509005","26551.8959147132","1","0","1",41779379.03125,38409.3865334057
"1278","1505","03017075",GARDONE VAL TROMPIA,BRESCIA,BS,LOMBARDIA,"26577600.16979","31032.0163229351","56","13","69",54515426.8466797,44450.634856867
"1279","1506","03097029",CREMENO,LECCO,LC,LOMBARDIA,"13363194.2906565","17938.5709345114","6","3","9",27624184.1264648,25795.422282931
"1280","1199","03012003",ANGERA,VARESE,VA,LOMBARDIA,"17741214.1081878","27794.9790120996","2","0","2",36492446.7446289,39868.6950101659
"1281","1201","03019033",CORTE DE` FRATI,CREMONA,CR,LOMBARDIA,"20208439.4278368","25862.8226785326","23","8","31",40762943.3740234,36727.5503004576
"1282","1202","03017171",SAN FELICE DEL BENACO,BRESCIA,BS,LOMBARDIA,"21996855.4222343","20876.2428751688","14","3","17",44931675.0102539,29811.0717821877
"1283","1203","03016031",BONATE SOTTO,BERGAMO,BG,LOMBARDIA,"6340005.8096295","13146.3571555417","32","5","37",12988454.9472656,18820.0337629616
"1284","1204","03017119",NUVOLENTO,BRESCIA,BS,LOMBARDIA,"7440422.20538326","18697.5319791621","11","2","13",15173571.8925781,26706.5237988567
"1285","1318","03019025",CASTELLEONE,CREMONA,CR,LOMBARDIA,"45026023.5160404","40982.9448304544","146","29","175",91037468.6166992,58285.3539238717
"1286","1319","03097028",CREMELLA,LECCO,LC,LOMBARDIA,"1869050.13723469","9074.93325532457","6","1","7",3839904.85693359,13008.2744192005
"1287","1320","03018143",SANTA MARIA DELLA VERSA,PAVIA,PV,LOMBARDIA,"18434380.676338","31435.756812678","3","0","3",36883154.6074219,44466.4887445319
"1288","1321","03018190",ZINASCO,PAVIA,PV,LOMBARDIA,"29642987.7280476","41729.3036457484","11","1","12",59582402.0083008,59169.9357332
"1289","1322","03018108",PANCARANA,PAVIA,PV,LOMBARDIA,"6698441.68387","14779.2011515142","0","2","2",13442851.1621094,20937.9903242235
"1290","1323","03108041",SOVICO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"3251100.324716","13401.0389461792","16","2","18",6656505.38183594,19174.9834417157
"1291","1324","03017104",MARCHENO,BRESCIA,BS,LOMBARDIA,"22735830.8381295","38863.7813983545","24","4","28",46646772.5058594,55676.1429682434
"1292","1082","03012132",VARANO BORGHI,VARESE,VA,LOMBARDIA,"3262134.51749507","9874.97847868536","2","0","2",6708597.55175781,14164.8571574338
"1293","1083","03014008",BIANZONE,SONDRIO,SO,LOMBARDIA,"17219713.2707647","18514.872925021","11","2","13",35958799.9389648,26761.2961243008
"1294","1084","03015237",VIGNATE,MILANO,MI,LOMBARDIA,"8678814.2203985","20646.594847881","34","3","37",17676860.9116211,29467.046637222
"1295","1085","03013058",CASTELMARTE,COMO,CO,LOMBARDIA,"1897254.99357429","9491.78681076416","2","1","3",3910928.98193359,13622.8552901553
"1296","1086","03016086",COSTA VOLPINO,BERGAMO,BG,LOMBARDIA,"19708905.8450918","22043.8798908368","48","11","59",40624953.4990234,31659.4765957341
"1297","1087","03017203",VISANO,BRESCIA,BS,LOMBARDIA,"11234799.9827222","15846.8783768459","11","2","13",22727636.0600586,22539.6112836178
"1298","1088","03016065",CASTRO,BERGAMO,BG,LOMBARDIA,"2583989.135911","7805.19014386441","7","4","11",5318946.13085938,11198.1566626413
"1299","1089","03013023",BINAGO,COMO,CO,LOMBARDIA,"6921492.68979555","14371.5953966765","4","1","5",14236955.3271484,20616.878764257
"1300","1090","03016130",LUZZANA,BERGAMO,BG,LOMBARDIA,"3407541.00735141","9819.23214421351","6","0","6",6994955.31542969,14067.2487148831
"1301","1091","03019086",ROMANENGO,CREMONA,CR,LOMBARDIA,"14879813.0131555","23023.0441762261","35","8","43",30182528.3344727,32798.1583321126
"1302","1206","03016044",CALCIO,BERGAMO,BG,LOMBARDIA,"15738196.6704666","20158.3891621834","26","11","37",32057306.8286133,28777.3139418989
"1303","1207","03015046",CANEGRATE,MILANO,MI,LOMBARDIA,"5526815.5470135","15113.4797410191","20","2","22",11284263.6928711,21595.2453195919
"1304","1208","03013160",MUSSO,COMO,CO,LOMBARDIA,"4095527.93080448","10352.5601195889","4","0","4",8526604.24658203,14929.3874689333
"1305","1210","03012034",CARONNO PERTUSELLA,VARESE,VA,LOMBARDIA,"8616869.7658635","16924.1381564106","48","8","56",17611229.3452148,24197.9657499526
"1306","1211","03015081",COLOGNO MONZESE,MILANO,MI,LOMBARDIA,"8471307.66976702","20078.0048766295","240","48","288",17275668.0341797,28669.2178782966
"1307","1326","03015035",BUBBIANO,MILANO,MI,LOMBARDIA,"2957584.739721","9354.23075392204","3","0","3",5988150.84130859,13309.5000359989
"1308","1327","03098020",COMAZZO,LODI,LO,LOMBARDIA,"12684276.1123805","28502.5354401076","4","3","7",25787260.777832,40647.1961697575
"1309","1328","03016087",COVO,BERGAMO,BG,LOMBARDIA,"12935691.2942455","21766.7245770105","23","11","34",26352030.4814453,31063.6924861131
"1310","1093","03020021",CURTATONE,MANTOVA,MN,LOMBARDIA,"67467312.2650787","46109.5392435875","41","3","44",135487520.524902,65351.3529369946
"1311","1094","03020019",CERESARA,MANTOVA,MN,LOMBARDIA,"37689459.9522934","38434.3977007083","5","4","9",76082094.4482422,54611.5498348471
"1312","1095","03015118",LEGNANO,MILANO,MI,LOMBARDIA,"17730022.13993","31589.7451754108","144","10","154",36234413.7392578,45157.9591752283
"1313","1096","03097031",DOLZAGO,LECCO,LC,LOMBARDIA,"2241884.01005753","11420.5648638363","4","3","7",4610436.96777344,16378.8058470856
"1314","1097","03013007",ALZATE BRIANZA,COMO,CO,LOMBARDIA,"7582601.48994676","20670.1357269184","7","0","7",15588821.3398438,29641.4393330811
"1315","1098","03014068",TOVO DI SANT`AGATA,SONDRIO,SO,LOMBARDIA,"11035635.1844279","16250.0817769903","1","0","1",23069739.2211914,23493.2762831388
"1316","1099","03016131",MADONE,BERGAMO,BG,LOMBARDIA,"3052318.65690973","9529.03104055969","23","7","30",6250162.48242188,13633.1961646086
"1317","1100","03016208",STROZZA,BERGAMO,BG,LOMBARDIA,"3874837.55623051","9950.35413250365","8","1","9",7968732.63867188,14265.6183940468
"1318","1101","03016036",BRANZI,BERGAMO,BG,LOMBARDIA,"26161342.2358274","28746.8476047184","1","2","3",54239109.7426758,41381.7442421484
"1319","1105","03012055",COMERIO,VARESE,VA,LOMBARDIA,"5650417.68559584","12287.0986162391","0","1","1",11654544.7929688,17653.3214489001
"1320","1106","03014019",CHIESA IN VALMALENCO,SONDRIO,SO,LOMBARDIA,"108087088.385117","48918.2895992364","5","1","6",226546830.925293,70821.6651370501
"1321","1212","03020020",COMMESSAGGIO,MANTOVA,MN,LOMBARDIA,"11577759.2359352","18114.6892223485","2","0","2",23195399.0166016,25635.9295725655
"1322","1213","03012007",AZZIO,VARESE,VA,LOMBARDIA,"2281485.77323792","9344.20371065321","2","0","2",4711795.00048828,13426.8383286232
"1323","1214","03017136",PASSIRANO,BRESCIA,BS,LOMBARDIA,"13513847.5037165","31095.7362953835","44","10","54",27618120.2089844,44454.5034390567
"1324","1215","03018084",LUNGAVILLA,PAVIA,PV,LOMBARDIA,"6884581.6194325","12786.8350060168","5","2","7",13797715.4233398,18107.4002309347
"1325","1216","03019036",CREMONA,CREMONA,CR,LOMBARDIA,"70371215.3802308","52591.0222065938","957","126","1083",141525392.972168,74581.3434483423
"1326","1217","03014039",MANTELLO,SONDRIO,SO,LOMBARDIA,"3680063.52205892","12867.3519651094","1","0","1",7673313.25878906,18587.8254421214
"1327","1218","03015010",ARLUNO,MILANO,MI,LOMBARDIA,"12391727.48991","24930.7373797103","32","2","34",25249135.503418,35590.5134546418
"1328","1329","03019101",SPINEDA,CREMONA,CR,LOMBARDIA,"10314715.0984365","16664.3879179162","6","2","8",20682463.5483398,23598.1034959394
"1329","1330","03016110",GAVERINA TERME,BERGAMO,BG,LOMBARDIA,"5207644.87041662","11643.1301028858","7","2","9",10704010.1884766,16694.0813370238
"1330","1331","03018005",ARENA PO,PAVIA,PV,LOMBARDIA,"22712987.108357","26673.6334637323","6","3","9",45595139.5185547,37768.0999227495
"1331","1332","03018102",MORTARA,PAVIA,PV,LOMBARDIA,"52118401.7213836","43484.5334853384","61","23","84",105232882.638672,61797.0816060797
"1332","1333","03012053",COCQUIO - TREVISAGO,VARESE,VA,LOMBARDIA,"9408462.99004151","16719.8787355825","6","0","6",19414261.8378906,24009.3011911618
"1333","1334","03017052",CHIARI,BRESCIA,BS,LOMBARDIA,"37986984.9895538","35772.9962494116","132","36","168",77457889.6430664,51081.4478637915
"1334","1335","03097006",BARZANO`,LECCO,LC,LOMBARDIA,"3572607.17595381","14337.6991569823","14","0","14",7336891.05859375,20547.6064544238
"1335","1336","03015211",SETTIMO MILANESE,MILANO,MI,LOMBARDIA,"10817873.7881915","23385.2250395116","74","10","84",22020188.2275391,33368.7827643466
"1336","1337","03018053",COPIANO,PAVIA,PV,LOMBARDIA,"4407827.497238","12484.7641333477","3","0","3",8882943.04736328,17723.4799049572
"1337","1338","03108017",CAVENAGO DI BRIANZA,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"4407318.44464","12802.9833118964","30","7","37",9004245.14892578,18294.2093002718
"1338","1339","03018030",CARBONARA AL TICINO,PAVIA,PV,LOMBARDIA,"15702598.081425","25363.124605623","8","1","9",31623076.6723633,35991.404653392
"1339","1340","03012123",SOMMA LOMBARDO,VARESE,VA,LOMBARDIA,"30572197.7919029","32756.0659719842","11","1","12",62646654.4692383,46894.4162126252
"1340","1341","03018074",GOLFERENZO,PAVIA,PV,LOMBARDIA,"4291716.2180735","10083.0230769566","2","0","2",8578488.20019531,14255.8898044412
"1341","1342","03018116",PIZZALE,PAVIA,PV,LOMBARDIA,"7197326.9018855","15783.4946928381","3","1","4",14428325.0410156,22357.7573867502
"1342","1344","03017006",ANGOLO TERME,BRESCIA,BS,LOMBARDIA,"30531587.5621499","30320.8740683465","15","3","18",63085257.0395508,43580.4610287632
"1343","1350","03018149",SILVANO PIETRA,PAVIA,PV,LOMBARDIA,"13674185.6521515","23816.137085536","1","0","1",27415996.8632813,33725.9635852042
"1344","1102","03015248",VILLA CORTESE,MILANO,MI,LOMBARDIA,"3555167.567155","11078.7118591705","14","3","17",7258695.453125,15831.7853145348
"1345","1103","03015159",OPERA,MILANO,MI,LOMBARDIA,"7522598.45305451","16819.2217771482","20","4","24",15258352.0581055,23961.0235714851
"1346","1219","03016038",BREMBATE DI SOPRA,BERGAMO,BG,LOMBARDIA,"4371453.64704538","9828.4341613736","59","9","68",8972823.18505859,14085.1485412326
"1347","1220","03097024",COLLE BRIANZA,LECCO,LC,LOMBARDIA,"8317842.87004067","18864.1235363652","4","1","5",17099519.4916992,27049.5667455397
"1348","1221","03018032",CASATISMA,PAVIA,PV,LOMBARDIA,"5479991.6229305","13315.1168094841","4","3","7",10989303.378418,18862.1992422363
"1349","1222","03017051",CEVO,BRESCIA,BS,LOMBARDIA,"35197826.0894635","45286.5722736905","13","2","15",73140426.9663086,65274.4428260789
"1350","1223","03013029",BRENNA,COMO,CO,LOMBARDIA,"4814008.67034174","13871.8031353737","8","1","9",9889314.88232422,19891.5599945897
"1351","1226","03017085",ISEO,BRESCIA,BS,LOMBARDIA,"26602003.2331148","29703.4991157283","73","10","83",54489027.3647461,42493.1748148405
"1352","1345","03016250",MEDOLAGO,BERGAMO,BG,LOMBARDIA,"3847434.96871828","11657.8589923313","13","1","14",7884381.54394531,16682.368315883
"1353","1346","03019019",CASALETTO DI SOPRA,CREMONA,CR,LOMBARDIA,"8575199.365806","17587.5105705675","4","2","6",17413537.668457,25064.6247859328
"1354","1104","03019024",CASTEL GABBIANO,CREMONA,CR,LOMBARDIA,"5801790.328985","13277.2919592156","0","3","3",11804178.128418,18940.7341138722
"1355","1107","03012080",GORNATE OLONA,VARESE,VA,LOMBARDIA,"4708520.68678442","13248.117751109","4","1","5",9671578.43212891,18992.0876046574
"1356","1108","03015099",DAIRAGO,MILANO,MI,LOMBARDIA,"5675000.69229049","17018.8133637002","6","1","7",11586088.8178711,24317.0133162787
"1357","1109","03019045",GABBIONETA BINANUOVA,CREMONA,CR,LOMBARDIA,"15766421.9027634","27667.4870283774","17","0","17",31792064.1704102,39287.8232725855
"1358","1110","03014048",PIANTEDO,SONDRIO,SO,LOMBARDIA,"6736445.68325881","14521.6103377783","4","0","4",14031985.8422852,20975.9822649454
"1359","1111","03016135",MISANO DI GERA D`ADDA,BERGAMO,BG,LOMBARDIA,"6234930.6498525","13313.8104785542","18","5","23",12685173.0117188,18990.471431727
"1360","1112","03012029",CAIRATE,VARESE,VA,LOMBARDIA,"11348481.9140828","21811.8129195803","3","1","4",23271491.1445313,31236.9878734907
"1361","1113","03108055",RONCELLO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"3144693.45254094","11039.1758590432","19","1","20",6427971.54296875,15780.8182241613
"1362","1114","03018019",BORNASCO,PAVIA,PV,LOMBARDIA,"12946640.8193695","28589.890473515","2","2","4",26156198.1694336,40648.7861665267
"1363","1227","03018063",FILIGHERA,PAVIA,PV,LOMBARDIA,"8231064.1940355","20080.898363422","3","2","5",16577425.1616211,28500.3210489178
"1364","1228","03014046",NOVATE MEZZOLA,SONDRIO,SO,LOMBARDIA,"99699409.2290509","69945.7586621534","3","2","5",208531481.42627,101126.757156929
"1365","1229","03013041",CANTU`,COMO,CO,LOMBARDIA,"23219276.5632595","39730.7797424253","55","5","60",47698974.652832,56949.4960042262
"1366","1230","03017117",NAVE,BRESCIA,BS,LOMBARDIA,"27131949.9215807","26137.5463073303","61","11","72",55428426.4584961,37365.543454025
"1367","1231","03016207",STEZZANO,BERGAMO,BG,LOMBARDIA,"9388937.49683156","16886.4103446959","88","28","116",19221608.7265625,24163.6753139765
"1368","1232","03016173",PRADALUNGA,BERGAMO,BG,LOMBARDIA,"8307129.50449942","12207.9386611754","29","27","56",17062669.1699219,17491.2854341805
"1369","1234","03016106",FUIPIANO VALLE IMAGNA,BERGAMO,BG,LOMBARDIA,"4301224.71031419","9783.72142048259","0","2","2",8872534.47705078,14047.774348119
"1370","1235","03017115",MURA,BRESCIA,BS,LOMBARDIA,"12575410.7497156","17254.8017742373","4","1","5",25804265.0410156,24714.6134236113
"1371","1236","03017033",CALVAGESE DELLA RIVIERA,BRESCIA,BS,LOMBARDIA,"11774124.2996146","19301.4117223888","7","1","8",23999608.9775391,27555.8642792903
"1372","1237","03013011",ARGEGNO,COMO,CO,LOMBARDIA,"4358664.94464909","10775.6102467035","1","0","1",9018414.1171875,15495.5027484633
"1373","1238","03016088",CREDARO,BERGAMO,BG,LOMBARDIA,"3465326.87635289","14080.5685623079","10","7","17",7098276.15478516,20154.3209238098
"1374","1239","03016052",CAPRINO BERGAMASCO,BERGAMO,BG,LOMBARDIA,"8706243.63374453","15770.5325265831","13","7","20",17897117.5366211,22622.6732734428
"1375","1240","03020026",GOITO,MANTOVA,MN,LOMBARDIA,"78881973.1988103","54872.3242890485","44","14","58",159208748.581543,77956.9485210649
"1376","1241","03013193",PUSIANO,COMO,CO,LOMBARDIA,"3117549.15490357","12151.7073286739","2","0","2",6422099.54833984,17443.105563217
"1377","1242","03013064",CERMENATE,COMO,CO,LOMBARDIA,"8085322.31233382","12854.4916263398","11","3","14",16586553.1699219,18414.1667135505
"1378","1243","03108003",ALBIATE,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"2896837.98775979","12669.3735576134","13","2","15",5933015.20068359,18133.0779844682
"1379","1347","03016089",CURNO,BERGAMO,BG,LOMBARDIA,"4584552.25521821","9967.30371139242","51","12","63",9399759.70166016,14268.2835335805
"1380","1348","03015042",CALVIGNASCO,MILANO,MI,LOMBARDIA,"1852585.2721325","6141.96752121342","0","2","2",3750653.60791016,8740.99016959969
"1381","1115","03017048",CELLATICA,BRESCIA,BS,LOMBARDIA,"6572413.5377905","14507.1761185763","28","2","30",13422006.7963867,20734.668230929
"1382","1116","03018081",LINAROLO,PAVIA,PV,LOMBARDIA,"12705607.251045","22632.6475138226","8","2","10",25565171.871582,32105.1347390307
"1383","1117","03013013",ASSO,COMO,CO,LOMBARDIA,"6439346.78499553","20475.3424686979","5","2","7",13287582.6083984,29413.3901237814
"1384","1118","03017158",PUEGNAGO SUL GARDA,BRESCIA,BS,LOMBARDIA,"10969298.6413008","17766.4764479987","9","2","11",22392319.8432617,25385.8014959698
